# Export CSV started at 23/07/2024 10:30
# System name: "WECS_Odgaard_3_Blade_3.ame"
# Data set name: "1"
# ame_simulation_time;Vw;Ps;A3;A4;A5;A1;A2;A6;
# Time;Wind_speed;Power_sensor;Pitch angle_1;Pitch angle_2;Pitch angle_3;Rotor_speed_sensor;Generator_speed_sensor;Torque_sensor;
# s;m/s;W;deg;deg;deg;rpm;rpm;Nm;
587.6;11.9702;4.84205e+06;0.0501494;0.0501494;0.0501494;16.0525;1528.65;3.10516e+06;
587.7;11.9702;4.84016e+06;0.102555;0.102555;0.102555;16.188;1528.26;3.09938e+06;
587.8;11.9702;4.83761e+06;0.118152;0.118152;0.118152;15.7934;1526.92;3.09582e+06;
587.9;11.9702;4.83358e+06;-0.0182679;-0.0182679;-0.0182679;15.8404;1525.73;3.09141e+06;
588;13.9358;4.83014e+06;-0.158335;-0.158335;-0.158335;15.0718;1523.55;3.08951e+06;
588.1;13.9358;4.83683e+06;-0.0381626;-0.0381626;-0.0381626;17.1405;1528.53;3.0935e+06;
588.2;13.9358;4.84316e+06;0.0987002;0.0987002;0.0987002;17.1276;1530.49;3.10028e+06;
588.3;13.9358;4.84814e+06;0.138002;0.138002;0.138002;16.5242;1531.19;3.10867e+06;
588.4;13.9358;4.85305e+06;0.101434;0.101434;0.101434;16.2585;1532.34;3.11662e+06;
588.5;13.9358;4.859e+06;0.0874204;0.0874204;0.0874204;14.6011;1531.88;3.12305e+06;
588.6;13.9358;4.86517e+06;0.0232923;0.0232923;0.0232923;15.7939;1535.47;3.13017e+06;
588.7;13.9358;4.87042e+06;-0.0182339;-0.0182339;-0.0182339;15.7708;1537.07;3.13852e+06;
588.8;13.9358;4.87546e+06;0.0156743;0.0156743;0.0156743;16.5818;1539.77;3.14683e+06;
588.9;13.9358;4.88119e+06;0.0899517;0.0899517;0.0899517;16.2719;1541.12;3.1506e+06;
589;13.7254;4.88707e+06;0.116018;0.116018;0.116018;16.9102;1543.84;3.15863e+06;
589.1;13.7254;4.89107e+06;0.1041;0.1041;0.1041;15.6349;1543.3;3.16543e+06;
589.2;13.7254;4.89482e+06;0.171507;0.171507;0.171507;16.5654;1545.77;3.17022e+06;
589.3;13.7254;4.79957e+06;0.345934;0.345934;0.345934;16.6102;1547.05;30239.4;
589.4;13.7254;4.80058e+06;1.23058;1.23058;1.23058;15.8216;1547.23;30220.5;
589.5;13.7254;4.79962e+06;2.02603;2.02603;2.02603;16.5754;1548.29;30214.4;
589.6;13.7254;4.89716e+06;2.69341;2.69341;2.69341;16.3679;1546.21;3.17524e+06;
589.7;13.7254;4.89305e+06;2.32123;2.32123;2.32123;15.9206;1544.3;3.17272e+06;
589.8;13.7254;4.89723e+06;1.40782;1.40782;1.40782;16.2876;1546.13;3.17342e+06;
589.9;13.7254;4.79983e+06;0.945881;0.945881;0.945881;16.3999;1548.39;30209.4;
590;14.0637;4.79973e+06;0.988086;0.988086;0.988086;16.4895;1547.73;30224;
590.1;14.0637;4.89154e+06;1.29768;1.29768;1.29768;16.5098;1544.64;3.17434e+06;
590.2;14.0637;4.88782e+06;1.59433;1.59433;1.59433;16.7999;1543.87;3.17261e+06;
590.3;14.0637;4.89803e+06;1.55528;1.55528;1.55528;16.5959;1546.82;3.17226e+06;
590.4;14.0637;4.80088e+06;1.54182;1.54182;1.54182;15.5636;1548.32;30194.7;
590.5;14.0637;4.8998e+06;1.18877;1.18877;1.18877;15.9144;1546.44;3.16987e+06;
590.6;14.0637;4.88362e+06;0.976562;0.976562;0.976562;15.83;1541.2;3.16591e+06;
590.7;14.0637;4.88053e+06;1.05501;1.05501;1.05501;16.9903;1541.85;3.168e+06;
590.8;14.0637;4.89494e+06;1.1228;1.1228;1.1228;16.4223;1545.62;3.16339e+06;
590.9;14.0637;4.79951e+06;0.933126;0.933126;0.933126;16.6449;1549.73;30188.3;
591;14.0353;4.89863e+06;1.01779;1.01779;1.01779;15.7947;1545.91;3.17126e+06;
591.1;14.0353;4.87997e+06;1.01528;1.01528;1.01528;16.0188;1540.33;3.16226e+06;
591.2;14.0353;4.87697e+06;0.799721;0.799721;0.799721;16.6782;1540.3;3.1668e+06;
591.3;14.0353;4.89287e+06;1.01037;1.01037;1.01037;15.4645;1543.63;3.16487e+06;
591.4;14.0353;4.801e+06;0.94379;0.94379;0.94379;15.454;1547.48;30209.4;
591.5;14.0353;4.89692e+06;0.69373;0.69373;0.69373;16.132;1545.85;3.16481e+06;
591.6;14.0353;4.87948e+06;0.781093;0.781093;0.781093;16.3394;1540.63;3.16224e+06;
591.7;14.0353;4.87679e+06;0.803722;0.803722;0.803722;16.5158;1540.02;3.16397e+06;
591.8;14.0353;4.89288e+06;0.795203;0.795203;0.795203;16.0339;1544.43;3.16365e+06;
591.9;14.0353;4.80044e+06;0.748095;0.748095;0.748095;15.8991;1548.34;30201.1;
592;12.516;4.89811e+06;0.772428;0.772428;0.772428;16.5101;1546.76;3.16613e+06;
592.1;12.516;4.87486e+06;0.893887;0.893887;0.893887;16.4291;1539.33;3.15916e+06;
592.2;12.516;4.86801e+06;0.461122;0.461122;0.461122;16.1209;1536.76;3.15086e+06;
592.3;12.516;4.87703e+06;0.0501669;0.0501669;0.0501669;15.6658;1539;3.14804e+06;
592.4;12.516;4.88175e+06;0.00607959;0.00607959;0.00607959;15.6829;1540.53;3.14342e+06;
592.5;12.516;4.8722e+06;0.00576756;0.00576756;0.00576756;15.5307;1537.32;3.1366e+06;
592.6;12.516;4.8591e+06;-0.0594282;-0.0594282;-0.0594282;16.1852;1534.11;3.13081e+06;
592.7;12.516;4.85605e+06;-0.0238215;-0.0238215;-0.0238215;16.4005;1533.46;3.13102e+06;
592.8;12.516;4.86141e+06;-0.00704021;-0.00704021;-0.00704021;16.1008;1534.75;3.12454e+06;
592.9;12.516;4.86351e+06;0.00935309;0.00935309;0.00935309;16.6674;1536.22;3.12428e+06;
593;14.8869;4.85726e+06;0.0558297;0.0558297;0.0558297;16.1854;1533.55;3.11903e+06;
593.1;14.8869;4.86146e+06;0.048054;0.048054;0.048054;16.2854;1534.97;3.12831e+06;
593.2;14.8869;4.87223e+06;-0.0521559;-0.0521559;-0.0521559;16.5096;1538.64;3.14148e+06;
593.3;14.8869;4.88731e+06;-0.0823168;-0.0823168;-0.0823168;15.5611;1542.03;3.15464e+06;
593.4;14.8869;4.89911e+06;-0.0244701;-0.0244701;-0.0244701;16.3395;1546.79;3.16861e+06;
593.5;14.8869;4.80053e+06;0.405769;0.405769;0.405769;15.8995;1547.75;30211.6;
593.6;14.8869;4.80023e+06;1.75448;1.75448;1.75448;16.1492;1547.8;30215.3;
593.7;14.8869;4.79988e+06;2.97368;2.97368;2.97368;16.4264;1548.92;30198.9;
593.8;14.8869;4.80053e+06;3.31702;3.31702;3.31702;15.9089;1549.69;30173.7;
593.9;14.8869;4.80021e+06;3.34689;3.34689;3.34689;16.1614;1550.03;30172.1;
594;14.2825;4.80013e+06;3.31283;3.31283;3.31283;16.2059;1548.69;30199.2;
594.1;14.2825;4.79994e+06;3.47253;3.47253;3.47253;16.3566;1547.76;30220.3;
594.2;14.2825;4.80021e+06;3.36648;3.36648;3.36648;16.1337;1547.79;30215.4;
594.3;14.2825;4.80082e+06;2.86178;2.86178;2.86178;15.6485;1547.92;30203.6;
594.4;14.2825;4.7998e+06;2.58763;2.58763;2.58763;16.456;1548.74;30203.3;
594.5;14.2825;4.8983e+06;2.05769;2.05769;2.05769;16.2795;1546.43;3.17832e+06;
594.6;14.2825;4.89437e+06;1.73371;1.73371;1.73371;15.8023;1544.52;3.17965e+06;
594.7;14.2825;4.79976e+06;1.78416;1.78416;1.78416;16.4812;1547.76;30222.9;
594.8;14.2825;4.80056e+06;1.81217;1.81217;1.81217;15.8386;1549.76;30171.5;
594.9;14.2825;4.7995e+06;1.78426;1.78426;1.78426;16.6806;1549.46;30193.8;
595;15.4122;4.8897e+06;1.85104;1.85104;1.85104;16.2263;1543.65;3.1742e+06;
595.1;15.4122;4.88574e+06;1.71869;1.71869;1.71869;16.5369;1542.82;3.17625e+06;
595.2;15.4122;4.79994e+06;1.70314;1.70314;1.70314;16.367;1547.81;30219.6;
595.3;15.4122;4.80073e+06;1.96675;1.96675;1.96675;15.7345;1552.67;30112.9;
595.4;15.4122;4.80084e+06;2.05318;2.05318;2.05318;15.6502;1550.41;30155.2;
595.5;15.4122;4.8882e+06;2.25318;2.25318;2.25318;16.3362;1543.31;3.17827e+06;
595.6;15.4122;4.87833e+06;2.29391;2.29391;2.29391;15.8461;1539.51;3.17683e+06;
595.7;15.4122;4.79964e+06;2.31548;2.31548;2.31548;16.5954;1547.03;30239.6;
595.8;15.4122;4.79928e+06;2.24632;2.24632;2.24632;16.8851;1554.45;30101.1;
595.9;15.4122;4.7997e+06;2.08746;2.08746;2.08746;16.5413;1550.9;30163.4;
596;12.9952;4.87904e+06;1.86329;1.86329;1.86329;16.8485;1541.19;3.16929e+06;
596.1;12.9952;4.86011e+06;1.67281;1.67281;1.67281;16.8177;1535.21;3.1571e+06;
596.2;12.9952;4.8753e+06;1.03977;1.03977;1.03977;16.3226;1539.36;3.14769e+06;
596.3;12.9952;4.89036e+06;0.361757;0.361757;0.361757;15.6746;1543.24;3.13996e+06;
596.4;12.9952;4.87826e+06;-0.115249;-0.115249;-0.115249;16.1421;1540.1;3.13245e+06;
596.5;12.9952;4.85369e+06;-0.140535;-0.140535;-0.140535;16.5362;1532.9;3.13069e+06;
596.6;12.9952;4.84491e+06;0.0216611;0.0216611;0.0216611;15.6325;1528.88;3.12333e+06;
596.7;12.9952;4.85603e+06;0.12867;0.12867;0.12867;16.576;1533.72;3.12336e+06;
596.8;12.9952;4.86589e+06;0.207761;0.207761;0.207761;16.8368;1537.21;3.11814e+06;
596.9;12.9952;4.8596e+06;0.141322;0.141322;0.141322;15.4098;1533.24;3.11506e+06;
597;14.0497;4.8461e+06;-0.0037349;-0.0037349;-0.0037349;16.1244;1529.97;3.11606e+06;
597.1;14.0497;4.84708e+06;0.0359289;0.0359289;0.0359289;16.2061;1530.37;3.11597e+06;
597.2;14.0497;4.85952e+06;0.092922;0.092922;0.092922;15.5215;1533.33;3.12406e+06;
597.3;14.0497;4.87068e+06;0.0644281;0.0644281;0.0644281;15.2619;1536.47;3.12653e+06;
597.4;14.0497;4.87246e+06;-0.164856;-0.164856;-0.164856;16.3045;1538.46;3.13538e+06;
597.5;14.0497;4.87075e+06;-0.235337;-0.235337;-0.235337;16.3809;1538.01;3.13976e+06;
597.6;14.0497;4.87535e+06;-0.25469;-0.25469;-0.25469;16.1686;1539.13;3.14982e+06;
597.7;14.0497;4.88609e+06;-0.14007;-0.14007;-0.14007;16.7048;1543.25;3.15417e+06;
597.8;14.0497;4.89477e+06;-0.0616059;-0.0616059;-0.0616059;15.7853;1544.68;3.16177e+06;
597.9;14.0497;4.79923e+06;-0.0297252;-0.0297252;-0.0297252;16.8802;1547.06;30244.5;
598;12.8804;4.89663e+06;0.551382;0.551382;0.551382;16.0705;1545.63;3.17716e+06;
598.1;12.8804;4.89394e+06;1.4984;1.4984;1.4984;16.62;1545.56;3.17813e+06;
598.2;12.8804;4.89718e+06;1.86273;1.86273;1.86273;16.8801;1546.97;3.17313e+06;
598.3;12.8804;4.89691e+06;1.16478;1.16478;1.16478;16.1747;1545.91;3.16802e+06;
598.4;12.8804;4.88965e+06;0.257289;0.257289;0.257289;16.5546;1544.16;3.16307e+06;
598.5;12.8804;4.8837e+06;-0.19982;-0.19982;-0.19982;16.944;1542.83;3.16172e+06;
598.6;12.8804;4.88541e+06;-0.19761;-0.19761;-0.19761;17.5373;1544.2;3.16141e+06;
598.7;12.8804;4.89046e+06;-0.0637705;-0.0637705;-0.0637705;16.1869;1543.91;3.16162e+06;
598.8;12.8804;4.89117e+06;0.0362843;0.0362843;0.0362843;16.6988;1544.85;3.1604e+06;
598.9;12.8804;4.88726e+06;0.0365758;0.0365758;0.0365758;16.5662;1543.43;3.16038e+06;
599;14.2759;4.88505e+06;-0.013299;-0.013299;-0.013299;16.6498;1542.83;3.16078e+06;
599.1;14.2759;4.89425e+06;-0.120192;-0.120192;-0.120192;15.2927;1543.8;3.16637e+06;
599.2;14.2759;4.79941e+06;-0.0149412;-0.0149412;-0.0149412;16.7598;1549.02;30203.7;
599.3;14.2759;4.80072e+06;1.32947;1.32947;1.32947;15.737;1548.5;30193.7;
599.4;14.2759;4.80071e+06;2.58766;2.58766;2.58766;15.7428;1547.05;30222.3;
599.5;14.2759;4.79913e+06;2.88987;2.88987;2.88987;16.9911;1548.02;30227.5;
599.6;14.2759;4.80074e+06;2.86956;2.86956;2.86956;15.71;1547.17;30219.4;
599.7;14.2759;4.7988e+06;2.19969;2.19969;2.19969;17.2511;1550.79;30178.7;
599.8;14.2759;4.80072e+06;1.94135;1.94135;1.94135;15.7254;1547.62;30210.9;
599.9;14.2759;4.89463e+06;1.61349;1.61349;1.61349;17.126;1546.46;3.17744e+06;
600;15.5489;4.89211e+06;1.52667;1.52667;1.52667;16.9755;1545.44;3.17835e+06;
600.1;15.5489;4.80061e+06;1.7883;1.7883;1.7883;15.8492;1548.5;30196;
600.2;15.5489;4.80001e+06;2.00128;2.00128;2.00128;16.3275;1553.48;30108.4;
600.3;15.5489;4.79941e+06;2.42287;2.42287;2.42287;16.8163;1551.65;30153.4;
600.4;15.5489;4.89215e+06;2.78726;2.78726;2.78726;17.3176;1545.91;3.18615e+06;
600.5;15.5489;4.88815e+06;3.06408;3.06408;3.06408;15.932;1542.71;3.18684e+06;
600.6;15.5489;4.8001e+06;2.82949;2.82949;2.82949;16.2555;1549.57;30183.2;
600.7;15.5489;4.79984e+06;2.46466;2.46466;2.46466;16.4558;1555.07;30080.4;
600.8;15.5489;4.79995e+06;2.17698;2.17698;2.17698;16.3688;1550.76;30162.3;
600.9;15.5489;4.88284e+06;2.05022;2.05022;2.05022;16.6791;1542.1;3.17683e+06;
601;13.993;4.87706e+06;1.98571;1.98571;1.98571;16.1721;1539.58;3.17454e+06;
601.1;13.993;4.89792e+06;1.7709;1.7709;1.7709;16.6962;1546.94;3.16601e+06;
601.2;13.993;4.80054e+06;1.52118;1.52118;1.52118;15.8024;1550.41;30159.1;
601.3;13.993;4.89473e+06;1.0807;1.0807;1.0807;16.8267;1546.16;3.15618e+06;
601.4;13.993;4.86488e+06;0.777006;0.777006;0.777006;16.6685;1536.52;3.15363e+06;
601.5;13.993;4.86007e+06;0.6204;0.6204;0.6204;16.8015;1535.2;3.14796e+06;
601.6;13.993;4.88133e+06;0.370422;0.370422;0.370422;15.6789;1540.34;3.15037e+06;
601.7;13.993;4.8966e+06;0.25274;0.25274;0.25274;16.3312;1546.08;3.14976e+06;
601.8;13.993;4.88808e+06;0.200371;0.200371;0.200371;15.9501;1542.85;3.15294e+06;
601.9;13.993;4.87234e+06;0.0585626;0.0585626;0.0585626;16.81;1539.07;3.15121e+06;
602;12.9953;4.87284e+06;-0.0673386;-0.0673386;-0.0673386;16.4581;1538.73;3.15604e+06;
602.1;12.9953;4.88389e+06;-0.0985508;-0.0985508;-0.0985508;15.9439;1541.52;3.15422e+06;
602.2;12.9953;4.89088e+06;0.00448609;0.00448609;0.00448609;16.2521;1544.16;3.15201e+06;
602.3;12.9953;4.8838e+06;-0.0268305;-0.0268305;-0.0268305;15.9355;1541.49;3.15041e+06;
602.4;12.9953;4.87297e+06;-0.148901;-0.148901;-0.148901;15.9034;1538.03;3.14932e+06;
602.5;12.9953;4.87184e+06;-0.0778046;-0.0778046;-0.0778046;16.4423;1538.43;3.15101e+06;
602.6;12.9953;4.87908e+06;0.0220401;0.0220401;0.0220401;15.9103;1539.97;3.14835e+06;
602.7;12.9953;4.8832e+06;-0.0398164;-0.0398164;-0.0398164;16.696;1542.37;3.14457e+06;
602.8;12.9953;4.8792e+06;-0.0670964;-0.0670964;-0.0670964;16.1581;1540.36;3.14794e+06;
602.9;12.9953;4.87383e+06;-0.0299414;-0.0299414;-0.0299414;16.6545;1539.35;3.14972e+06;
603;14.7061;4.87469e+06;0.0943873;0.0943873;0.0943873;16.5421;1539.45;3.14994e+06;
603.1;14.7061;4.88824e+06;0.134946;0.134946;0.134946;16.7987;1544.05;3.1591e+06;
603.2;14.7061;4.89855e+06;0.312725;0.312725;0.312725;15.6795;1545.7;3.1677e+06;
603.3;14.7061;4.79942e+06;0.560122;0.560122;0.560122;16.7648;1548.5;30214;
603.4;14.7061;4.80028e+06;1.66983;1.66983;1.66983;16.0984;1547.03;30229.4;
603.5;14.7061;4.80018e+06;2.52423;2.52423;2.52423;16.1768;1547.79;30216.2;
603.6;14.7061;4.8001e+06;2.67613;2.67613;2.67613;16.2374;1549.86;30177;
603.7;14.7061;4.79943e+06;2.67218;2.67218;2.67218;16.7726;1550.93;30166.6;
603.8;14.7061;4.79965e+06;2.8615;2.8615;2.8615;16.5951;1548.43;30211.9;
603.9;14.7061;4.896e+06;2.58599;2.58599;2.58599;15.8513;1545.09;3.18119e+06;
604;14.9347;4.79955e+06;2.16973;2.16973;2.16973;16.675;1547.45;30232.5;
604.1;14.9347;4.79905e+06;2.13402;2.13402;2.13402;17.0817;1552.03;30151.3;
604.2;14.9347;4.80013e+06;2.27122;2.27122;2.27122;16.212;1551.62;30142.4;
604.3;14.9347;4.90003e+06;2.16748;2.16748;2.16748;15.695;1546.17;3.18028e+06;
604.4;14.9347;4.88647e+06;2.1233;2.1233;2.1233;16.3604;1542.8;3.17896e+06;
604.5;14.9347;4.89424e+06;2.21515;2.21515;2.21515;16.0988;1544.89;3.1775e+06;
604.6;14.9347;4.79928e+06;2.25039;2.25039;2.25039;16.8772;1552.09;30146.3;
604.7;14.9347;4.79987e+06;2.1607;2.1607;2.1607;16.4029;1551.96;30139.9;
604.8;14.9347;4.89254e+06;1.88054;1.88054;1.88054;17.0383;1545.69;3.17142e+06;
604.9;14.9347;4.87384e+06;1.69658;1.69658;1.69658;16.4971;1539.03;3.17225e+06;
605;13.5056;4.88399e+06;1.76063;1.76063;1.76063;17.0938;1543.1;3.17008e+06;
605.1;13.5056;4.80032e+06;1.71777;1.71777;1.71777;15.9683;1547.48;30219.4;
605.2;13.5056;4.89998e+06;1.21525;1.21525;1.21525;16.0165;1546.73;3.15597e+06;
605.3;13.5056;4.8751e+06;0.584402;0.584402;0.584402;16.8294;1539.99;3.14817e+06;
605.4;13.5056;4.85966e+06;0.104186;0.104186;0.104186;15.8031;1533.69;3.14843e+06;
605.5;13.5056;4.8686e+06;-0.00938507;-0.00938507;-0.00938507;15.8165;1536.53;3.14609e+06;
605.6;13.5056;4.88475e+06;-0.00863867;-0.00863867;-0.00863867;15.0319;1540.54;3.14227e+06;
605.7;13.5056;4.88632e+06;-0.112888;-0.112888;-0.112888;15.4206;1541.58;3.14474e+06;
605.8;13.5056;4.87462e+06;-0.13094;-0.13094;-0.13094;15.5997;1538.13;3.14357e+06;
605.9;13.5056;4.868e+06;-0.109061;-0.109061;-0.109061;15.6788;1536.14;3.14945e+06;
606;12.959;4.87517e+06;-0.0872189;-0.0872189;-0.0872189;16.6439;1539.76;3.14711e+06;
606.1;12.959;4.88362e+06;-0.0564511;-0.0564511;-0.0564511;15.8913;1541.38;3.15062e+06;
606.2;12.959;4.883e+06;0.116208;0.116208;0.116208;16.1889;1541.6;3.14621e+06;
606.3;12.959;4.87488e+06;0.113281;0.113281;0.113281;16.4636;1539.43;3.14929e+06;
606.4;12.959;4.87046e+06;0.18011;0.18011;0.18011;16.9607;1538.73;3.14468e+06;
606.5;12.959;4.87414e+06;0.194754;0.194754;0.194754;17.1223;1540.12;3.14721e+06;
606.6;12.959;4.87899e+06;0.144307;0.144307;0.144307;16.6184;1540.95;3.14475e+06;
606.7;12.959;4.8781e+06;0.058087;0.058087;0.058087;16.3753;1540.33;3.147e+06;
606.8;12.959;4.87379e+06;0.0678557;0.0678557;0.0678557;16.0801;1538.55;3.14704e+06;
606.9;12.959;4.87285e+06;0.0759541;0.0759541;0.0759541;16.0957;1538.27;3.14364e+06;
607;14.8287;4.87658e+06;-0.089387;-0.089387;-0.089387;17.8192;1541.84;3.14778e+06;
607.1;14.8287;4.88889e+06;0.0360241;0.0360241;0.0360241;16.3003;1543.56;3.15379e+06;
607.2;14.8287;4.8972e+06;0.0173183;0.0173183;0.0173183;16.6648;1546.64;3.16809e+06;
607.3;14.8287;4.80018e+06;0.484933;0.484933;0.484933;16.1743;1547.52;30221.5;
607.4;14.8287;4.79996e+06;1.88597;1.88597;1.88597;16.3586;1549.02;30195.5;
607.5;14.8287;4.79981e+06;3.12973;3.12973;3.12973;16.4818;1550.28;30173.3;
607.6;14.8287;4.79899e+06;3.88136;3.88136;3.88136;17.1389;1551.28;30166.6;
607.7;14.8287;4.79947e+06;3.9135;3.9135;3.9135;16.7477;1549.86;30186.7;
607.8;14.8287;4.80058e+06;3.68449;3.68449;3.68449;15.8677;1548.22;30201.7;
607.9;14.8287;4.79994e+06;3.51517;3.51517;3.51517;16.3751;1549.46;30187.3;
608;12.3566;4.80051e+06;3.46703;3.46703;3.46703;15.856;1549.2;30182.3;
608.1;12.3566;4.89995e+06;3.31861;3.31861;3.31861;15.6712;1546.93;3.18158e+06;
608.2;12.3566;4.89541e+06;2.42783;2.42783;2.42783;16.6281;1546.05;3.17237e+06;
608.3;12.3566;4.89188e+06;0.950786;0.950786;0.950786;15.9441;1544;3.16878e+06;
608.4;12.3566;4.89157e+06;0.0622906;0.0622906;0.0622906;15.9279;1543.89;3.16352e+06;
608.5;12.3566;4.88975e+06;-0.237728;-0.237728;-0.237728;16.0544;1543.5;3.16308e+06;
608.6;12.3566;4.88657e+06;-0.106878;-0.106878;-0.106878;16.1364;1542.62;3.16061e+06;
608.7;12.3566;4.88488e+06;-0.0716269;-0.0716269;-0.0716269;15.6868;1541.46;3.15874e+06;
608.8;12.3566;4.88458e+06;0.00294012;0.00294012;0.00294012;16.1423;1542.01;3.15847e+06;
608.9;12.3566;4.88304e+06;0.0975287;0.0975287;0.0975287;16.0479;1541.4;3.15229e+06;
609;15.4368;4.88031e+06;0.00352314;0.00352314;0.00352314;15.5687;1539.84;3.1522e+06;
609.1;15.4368;4.89413e+06;-0.0987684;-0.0987684;-0.0987684;16.981;1546.12;3.16821e+06;
609.2;15.4368;4.80023e+06;0.267534;0.267534;0.267534;16.154;1548.92;30193.6;
609.3;15.4368;4.80048e+06;1.8333;1.8333;1.8333;15.9706;1550.68;30155.5;
609.4;15.4368;4.80009e+06;3.43895;3.43895;3.43895;16.2947;1551.29;30149.7;
609.5;15.4368;4.80002e+06;4.34234;4.34234;4.34234;16.3511;1551.47;30147.3;
609.6;15.4368;4.79926e+06;4.56843;4.56843;4.56843;16.9719;1552.94;30130.6;
609.7;15.4368;4.79945e+06;4.74345;4.74345;4.74345;16.8216;1553.27;30121.2;
609.8;15.4368;4.80075e+06;4.60489;4.60489;4.60489;15.7704;1551.88;30127.8;
609.9;15.4368;4.79996e+06;4.47403;4.47403;4.47403;16.4138;1552.85;30121.5;
610;13.6381;4.80028e+06;4.62791;4.62791;4.62791;16.1154;1552.86;30115.4;
610.1;13.6381;4.80054e+06;4.91257;4.91257;4.91257;15.8972;1551.81;30131.7;
610.2;13.6381;4.80085e+06;5.12772;5.12772;5.12772;15.6408;1550.38;30154.9;
610.3;13.6381;4.79912e+06;4.71776;4.71776;4.71776;17.0104;1551.13;30167;
610.4;13.6381;4.79902e+06;4.16259;4.16259;4.16259;17.0818;1550.35;30183.8;
610.5;13.6381;4.80037e+06;3.70886;3.70886;3.70886;15.9916;1548.14;30205.8;
610.6;13.6381;4.80045e+06;3.24717;3.24717;3.24717;15.9267;1547.3;30221;
610.7;13.6381;4.89999e+06;2.64639;2.64639;2.64639;16.1707;1546.89;3.17636e+06;
610.8;13.6381;4.89866e+06;1.87757;1.87757;1.87757;15.3372;1545.24;3.17946e+06;
610.9;13.6381;4.89999e+06;1.3786;1.3786;1.3786;15.7576;1546.43;3.17796e+06;
611;14.4529;4.90001e+06;1.15772;1.15772;1.15772;15.7069;1546.84;3.17775e+06;
611.1;14.4529;4.80037e+06;1.39695;1.39695;1.39695;16.0098;1547.33;30222;
611.2;14.4529;4.89949e+06;2.18014;2.18014;2.18014;16.4041;1546.97;3.18054e+06;
611.3;14.4529;4.79901e+06;2.64153;2.64153;2.64153;17.0921;1548.73;30215.7;
611.4;14.4529;4.80027e+06;2.71309;2.71309;2.71309;16.0865;1549.33;30184.7;
611.5;14.4529;4.8005e+06;2.49706;2.49706;2.49706;15.9029;1549.07;30186.1;
611.6;14.4529;4.8975e+06;2.09265;2.09265;2.09265;16.1689;1546.02;3.17924e+06;
611.7;14.4529;4.88953e+06;1.90311;1.90311;1.90311;16.2219;1543.58;3.17795e+06;
611.8;14.4529;4.8975e+06;1.85363;1.85363;1.85363;15.4158;1544.98;3.17469e+06;
611.9;14.4529;4.79907e+06;1.7103;1.7103;1.7103;17.0296;1551.6;30158.9;
612;14.5845;4.7998e+06;1.78784;1.78784;1.78784;16.4481;1550.02;30178.4;
612.1;14.5845;4.88972e+06;1.77141;1.77141;1.77141;16.4828;1544.03;3.17254e+06;
612.2;14.5845;4.87816e+06;1.64698;1.64698;1.64698;16.3988;1540.26;3.17143e+06;
612.3;14.5845;4.89041e+06;1.62786;1.62786;1.62786;16.4532;1544.21;3.1703e+06;
612.4;14.5845;4.80069e+06;1.56213;1.56213;1.56213;15.7227;1549.06;30183.5;
612.5;14.5845;4.80054e+06;1.34642;1.34642;1.34642;15.8395;1548.31;30200.4;
612.6;14.5845;4.8834e+06;1.19229;1.19229;1.19229;15.7216;1540.99;3.16518e+06;
612.7;14.5845;4.87109e+06;1.10431;1.10431;1.10431;16.3577;1537.99;3.16662e+06;
612.8;14.5845;4.88581e+06;1.21027;1.21027;1.21027;16.0178;1542.17;3.1657e+06;
612.9;14.5845;4.80017e+06;1.2304;1.2304;1.2304;16.1211;1549.07;30191.1;
613;14.2405;4.79936e+06;1.08248;1.08248;1.08248;16.7609;1549.32;30198.8;
613.1;14.2405;4.88074e+06;0.892422;0.892422;0.892422;15.5325;1539.9;3.16404e+06;
613.2;14.2405;4.86762e+06;0.852665;0.852665;0.852665;16.4368;1537.03;3.15986e+06;
613.3;14.2405;4.88197e+06;0.816709;0.816709;0.816709;16.4;1541.51;3.16115e+06;
613.4;14.2405;4.80041e+06;1.03104;1.03104;1.03104;15.9133;1547.36;30220.8;
613.5;14.2405;4.90001e+06;0.935716;0.935716;0.935716;15.8333;1546.64;3.15754e+06;
613.6;14.2405;4.88036e+06;0.551381;0.551381;0.551381;16.326;1540.9;3.15869e+06;
613.7;14.2405;4.87043e+06;0.390117;0.390117;0.390117;16.6069;1538.15;3.16037e+06;
613.8;14.2405;4.88427e+06;0.548728;0.548728;0.548728;16.267;1542.04;3.1617e+06;
613.9;14.2405;4.79915e+06;0.742458;0.742458;0.742458;16.9255;1549.21;30204.1;
614;14.3644;4.80067e+06;1.13033;1.13033;1.13033;15.7225;1547.45;30215.1;
614.1;14.3644;4.88404e+06;1.22466;1.22466;1.22466;16.2991;1542.01;3.16437e+06;
614.2;14.3644;4.87217e+06;0.932001;0.932001;0.932001;16.4454;1538.47;3.16155e+06;
614.3;14.3644;4.88526e+06;0.662819;0.662819;0.662819;15.5754;1541.38;3.16252e+06;
614.4;14.3644;4.79942e+06;0.565279;0.565279;0.565279;16.7205;1549.54;30193.4;
614.5;14.3644;4.80006e+06;0.848033;0.848033;0.848033;16.2197;1549.28;30188.8;
614.6;14.3644;4.88787e+06;1.06269;1.06269;1.06269;16.388;1543.33;3.16781e+06;
614.7;14.3644;4.87431e+06;1.10014;1.10014;1.10014;15.9113;1538.38;3.16792e+06;
