# Export CSV started at 23/07/2024 10:32
# System name: "WECS_Odgaard_3_Blade_3.ame"
# Data set name: "5"
# ame_simulation_time;Vw;Ps;A3;A4;A5;A1;A2;A6;
# Time;Wind_speed;Power_sensor;Pitch angle_1;Pitch angle_2;Pitch angle_3;Rotor_speed_sensor;Generator_speed_sensor;Torque_sensor;
# s;m/s;W;deg;deg;deg;rpm;rpm;Nm;
7.4;6.7998;524742;0.0113306;0.0113306;0.0113306;1.60934;165.471;36274.8;
7.5;6.7998;535199;0.0707153;0.0707153;0.0707153;1.64677;168.776;37619.8;
7.6;6.7998;545253;0.0849513;0.0849513;0.0849513;2.68228;173.352;39110.3;
7.7;6.7998;554937;0.157429;0.157429;0.157429;1.66939;174.948;40652;
7.8;6.7998;564051;0.138156;0.138156;0.138156;2.62423;179.119;41828.1;
7.9;6.7998;572655;0.112177;0.112177;0.112177;1.97446;180.886;43119.9;
8;4.89072;581006;-0.0457707;-0.0457707;-0.0457707;2.16077;183.762;44523.3;
8.1;4.89072;574989;-0.060244;-0.060244;-0.060244;1.34634;180.752;44052.2;
8.2;4.89072;569038;-0.0703174;-0.0703174;-0.0703174;2.18809;180.079;42797.9;
8.3;4.89072;563017;-0.0494141;-0.0494141;-0.0494141;1.55269;177.316;42276;
8.4;4.89072;557008;0.0461025;0.0461025;0.0461025;1.53434;175.421;41426.4;
8.5;4.89072;551220;0.0714005;0.0714005;0.0714005;1.15033;173.083;40437.1;
8.6;4.89072;545644;0.0362328;0.0362328;0.0362328;1.76496;172.21;39334.4;
8.7;4.89072;540093;-0.117759;-0.117759;-0.117759;1.90216;170.675;38698.1;
8.8;4.89072;534540;-0.0672521;-0.0672521;-0.0672521;1.63814;168.578;37724.2;
8.9;4.89072;529158;-0.093483;-0.093483;-0.093483;2.12585;167.586;37279.4;
9;5.17089;524043;-0.0982981;-0.0982981;-0.0982981;1.32039;164.865;36408.4;
9.1;5.17089;520777;-0.134134;-0.134134;-0.134134;1.88966;164.646;35722.3;
9.2;5.17089;517428;-0.107916;-0.107916;-0.107916;1.75374;163.414;35610.3;
9.3;5.17089;514099;-0.142387;-0.142387;-0.142387;2.18317;162.979;34824.4;
9.4;5.17089;511025;-0.129075;-0.129075;-0.129075;1.81768;161.512;34834.1;
9.5;5.17089;508042;0.0234936;0.0234936;0.0234936;1.37301;159.962;34178.8;
9.6;5.17089;504952;0.0315605;0.0315605;0.0315605;1.90698;159.748;33595.8;
9.7;5.17089;501815;0.00779934;0.00779934;0.00779934;0.743674;157.144;33668.7;
9.8;5.17089;498831;-0.0227052;-0.0227052;-0.0227052;0.849285;156.363;32995.2;
9.9;5.17089;496116;-0.0791546;-0.0791546;-0.0791546;1.4279;156.329;32292.6;
10;5.27969;493558;-0.225567;-0.225567;-0.225567;2.11361;156.492;32265.5;
10.1;5.27969;491710;-0.203374;-0.203374;-0.203374;0.887433;154.201;31958.4;
10.2;5.27969;489848;-0.172393;-0.172393;-0.172393;1.21672;154.082;31967.4;
10.3;5.27969;488138;-0.163013;-0.163013;-0.163013;1.35236;153.74;31448.8;
10.4;5.27969;486620;-0.182739;-0.182739;-0.182739;1.99141;154.163;31542.8;
10.5;5.27969;484970;-0.0575919;-0.0575919;-0.0575919;0.785855;151.962;31225.4;
10.6;5.27969;482003;0.0109085;0.0109085;0.0109085;1.44348;152.312;30791.7;
10.7;5.27969;479959;-0.0830077;-0.0830077;-0.0830077;2.19617;152.855;30765.5;
10.8;5.27969;472647;-0.152459;-0.152459;-0.152459;1.63335;151.672;30377.2;
10.9;5.27969;473673;-0.0743616;-0.0743616;-0.0743616;1.40695;150.979;30520;
11;5.72631;469178;0.116729;0.116729;0.116729;1.76793;151.037;30320.4;
11.1;5.72631;472961;0.185601;0.185601;0.185601;2.50161;152.681;30438.3;
11.2;5.72631;480828;0.243709;0.243709;0.243709;1.44859;151.79;30824.3;
11.3;5.72631;482489;0.2995;0.2995;0.2995;1.76312;152.797;30814.3;
11.4;5.72631;484910;0.175088;0.175088;0.175088;1.85549;153.436;30881.5;
11.5;5.72631;486545;-0.0316926;-0.0316926;-0.0316926;1.62064;153.615;31265.7;
11.6;5.72631;488296;-0.0736336;-0.0736336;-0.0736336;2.31338;155.129;31665.3;
11.7;5.72631;490120;0.0154217;0.0154217;0.0154217;1.82268;155.01;31753.4;
11.8;5.72631;491835;0.0385738;0.0385738;0.0385738;1.37139;154.913;31884.7;
11.9;5.72631;493387;-0.00395357;-0.00395357;-0.00395357;1.37893;155.406;32035.1;
12;4.87783;494735;0.0752485;0.0752485;0.0752485;1.06089;155.388;32323.3;
12.1;4.87783;490024;0.0414879;0.0414879;0.0414879;1.66105;154.763;31761.2;
12.2;4.87783;485591;-0.0222999;-0.0222999;-0.0222999;1.86161;153.665;31542.4;
12.3;4.87783;479837;0.0130874;0.0130874;0.0130874;1.24188;151.416;30780.1;
12.4;4.87783;466108;0.0235347;0.0235347;0.0235347;1.62824;150.611;30170.7;
12.5;4.87783;457507;-0.058439;-0.058439;-0.058439;2.7047;150.91;29856.9;
12.6;4.87783;442791;-0.0773701;-0.0773701;-0.0773701;1.5504;148.241;29105;
12.7;4.87783;437496;-0.0409735;-0.0409735;-0.0409735;1.7853;147.595;28950.3;
12.8;4.87783;427203;0.0955468;0.0955468;0.0955468;2.41817;147.504;28460.8;
12.9;4.87783;422454;0.0534068;0.0534068;0.0534068;1.82057;145.747;28325.3;
13;3.73782;413601;0.0562441;0.0562441;0.0562441;1.99355;145.18;27891.8;
13.1;3.73782;390575;0.0785436;0.0785436;0.0785436;0.93195;141.176;26813.7;
13.2;3.73782;371064;-0.0753725;-0.0753725;-0.0753725;0.808344;138.638;25912.6;
13.3;3.73782;358088;-0.19539;-0.19539;-0.19539;1.62787;137.539;25421.7;
13.4;3.73782;338849;-0.0483105;-0.0483105;-0.0483105;1.35868;135.058;24436.2;
13.5;3.73782;329340;0.0904125;0.0904125;0.0904125;1.13646;132.813;24100.7;
13.6;3.73782;312540;0.170639;0.170639;0.170639;1.05557;130.886;23192.3;
13.7;3.73782;295548;0.117864;0.117864;0.117864;1.35253;129.552;22232.2;
13.8;3.73782;284489;-0.00781341;-0.00781341;-0.00781341;1.90091;128.681;21678.6;
13.9;3.73782;275715;-0.108436;-0.108436;-0.108436;0.0671294;124.638;21259.4;
14;6.34562;268839;-0.229518;-0.229518;-0.229518;1.35627;125.124;20944.6;
14.1;6.34562;298040;-0.044424;-0.044424;-0.044424;1.84364;131.111;22261.4;
14.2;6.34562;334289;0.0702134;0.0702134;0.0702134;2.05525;136.039;24100.3;
14.3;6.34562;364780;0.155426;0.155426;0.155426;1.36442;139.163;25514.8;
14.4;6.34562;397674;0.202408;0.202408;0.202408;1.69815;143.286;27094.1;
14.5;6.34562;422164;0.186344;0.186344;0.186344;1.09193;145.684;28115;
14.6;6.34562;453189;0.000710988;0.000710988;0.000710988;1.09314;148.637;29575.8;
14.7;6.34562;474757;0.0547654;0.0547654;0.0547654;1.34825;151.653;30433.2;
14.8;6.34562;489375;0.0373064;0.0373064;0.0373064;2.19941;155.3;31361.7;
14.9;6.34562;496916;-0.00831269;-0.00831269;-0.00831269;1.53233;156.713;32174.4;
15;5.49805;504058;-0.0662466;-0.0662466;-0.0662466;1.64939;159.106;33248.6;
15.1;5.49805;503423;-0.0628236;-0.0628236;-0.0628236;1.78086;159.092;33574.5;
15.2;5.49805;502827;0.0215622;0.0215622;0.0215622;1.65943;158.737;33597.3;
15.3;5.49805;502267;0.127703;0.127703;0.127703;2.07304;159.142;33445.3;
15.4;5.49805;501618;0.0557731;0.0557731;0.0557731;1.23392;157.766;33066.3;
15.5;5.49805;500979;-0.0883412;-0.0883412;-0.0883412;1.84339;158.419;33026.4;
15.6;5.49805;500465;-0.00824996;-0.00824996;-0.00824996;1.24408;157.42;33325.2;
15.7;5.49805;499993;0.0439168;0.0439168;0.0439168;1.25737;157.293;33017.6;
15.8;5.49805;499594;-0.0693947;-0.0693947;-0.0693947;2.18762;158.471;33071.8;
15.9;5.49805;499111;-0.0473027;-0.0473027;-0.0473027;1.2945;157.071;33103.5;
16;5.49805;498517;0.0123263;0.0123263;0.0123263;1.14085;156.67;32904.1;
16.1;5.00698;494595;-0.0470361;-0.0470361;-0.0470361;1.3169;155.702;32283.1;
16.2;5.00698;490933;-0.0935559;-0.0935559;-0.0935559;1.70005;155.099;32141.2;
16.3;5.00698;487194;0.0571511;0.0571511;0.0571511;1.80727;154.086;31506.1;
16.4;5.00698;483347;0.0233696;0.0233696;0.0233696;1.89647;153.014;31015.5;
16.5;5.00698;469494;-0.00720359;-0.00720359;-0.00720359;1.36054;151.148;30203.8;
16.6;5.00698;463084;-0.1309;-0.1309;-0.1309;1.39064;150.244;29981.5;
16.7;5.00698;457088;-0.104949;-0.104949;-0.104949;1.75602;149.882;29768.7;
16.8;5.00698;451912;-0.0116702;-0.0116702;-0.0116702;1.44265;148.568;29607.6;
16.9;5.00698;444305;0.112527;0.112527;0.112527;0.197974;145.967;29280.6;
17;6.67929;434027;0.0679356;0.0679356;0.0679356;1.42574;146.952;28744.6;
17.1;6.67929;462491;-0.015947;-0.015947;-0.015947;1.28762;150.84;29791.2;
17.2;6.67929;491151;-0.151919;-0.151919;-0.151919;1.93873;155.484;31683.7;
17.3;6.67929;502316;-0.0856669;-0.0856669;-0.0856669;1.71287;158.641;33098.5;
17.4;6.67929;512739;-0.00346189;-0.00346189;-0.00346189;1.71374;161.884;34325;
17.5;6.67929;522787;-0.0755532;-0.0755532;-0.0755532;1.80505;165.138;35708.5;
17.6;6.67929;532501;-0.0589826;-0.0589826;-0.0589826;1.8826;168.268;37436.1;
17.7;6.67929;541486;0.0707503;0.0707503;0.0707503;1.35423;170.324;38513.3;
17.8;6.67929;549940;0.0115016;0.0115016;0.0115016;1.92703;173.755;39586.8;
17.9;6.67929;558274;-0.0917309;-0.0917309;-0.0917309;1.74305;176.089;40896.7;
18;7.59919;566489;-0.0650477;-0.0650477;-0.0650477;1.30381;178.022;42434.9;
18.1;7.59919;584537;-0.0307305;-0.0307305;-0.0307305;2.50092;185.311;44799.4;
18.2;7.59919;601417;-0.0248969;-0.0248969;-0.0248969;1.92744;189.759;47277.8;
18.3;7.59919;617455;0.0254528;0.0254528;0.0254528;1.65729;194.369;49665.8;
18.4;7.59919;632787;0.0746239;0.0746239;0.0746239;1.721;199.228;52659.4;
18.5;7.59919;647265;0.0326827;0.0326827;0.0326827;2.45441;204.758;54815.9;
18.6;7.59919;661135;-0.0122515;-0.0122515;-0.0122515;2.04447;208.499;57277.2;
18.7;7.59919;674331;0.0211071;0.0211071;0.0211071;1.95145;212.472;59577.4;
18.8;7.59919;687074;0.0270879;0.0270879;0.0270879;2.30898;216.937;62061.7;
18.9;7.59919;699355;0.124072;0.124072;0.124072;2.09641;220.46;64162;
19;7.68257;710934;0.117662;0.117662;0.117662;2.75655;224.985;66511.6;
19.1;7.68257;722787;0.0785571;0.0785571;0.0785571;2.62927;228.493;68625.2;
19.2;7.68257;734377;0.0563171;0.0563171;0.0563171;2.06194;231.304;70875.9;
19.3;7.68257;745804;0.0193308;0.0193308;0.0193308;2.84721;235.958;73324.5;
19.4;7.68257;756863;-0.0104275;-0.0104275;-0.0104275;3.0461;239.677;75635;
19.5;7.68257;767208;0.0870446;0.0870446;0.0870446;2.7288;242.451;77344;
19.6;7.68257;777218;-0.0165112;-0.0165112;-0.0165112;2.59678;245.379;79545.9;
19.7;7.68257;787156;0.101526;0.101526;0.101526;2.77474;248.719;81967.4;
19.8;7.68257;796594;0.228762;0.228762;0.228762;2.52444;251.306;83505.2;
19.9;7.68257;805637;0.0913384;0.0913384;0.0913384;3.47459;255.448;85824.7;
20;5.95931;814231;0.0887837;0.0887837;0.0887837;2.96617;257.426;87061.6;
20.1;5.95931;810310;-0.0431131;-0.0431131;-0.0431131;2.34073;255.331;86769;
20.2;5.95931;806755;-0.191119;-0.191119;-0.191119;2.75549;254.807;86244.7;
20.3;5.95931;803169;-0.105852;-0.105852;-0.105852;2.22255;252.946;85281;
20.4;5.95931;799399;-0.147191;-0.147191;-0.147191;2.78707;252.562;84566.3;
20.5;5.95931;795757;-0.170217;-0.170217;-0.170217;3.18205;251.981;84156.9;
20.6;5.95931;792380;-0.068654;-0.068654;-0.068654;2.34657;249.762;83126.3;
20.7;5.95931;789006;0.035658;0.035658;0.035658;2.13342;248.415;82245.9;
20.8;5.95931;785435;-0.00921874;-0.00921874;-0.00921874;2.5661;247.91;81826.9;
20.9;5.95931;781768;0.110276;0.110276;0.110276;2.72561;246.991;81238.6;
21;6.76262;778295;0.161663;0.161663;0.161663;2.44281;245.508;80232;
21.1;6.76262;780365;0.0490188;0.0490188;0.0490188;2.73791;246.565;80496;
21.2;6.76262;782469;-0.0984874;-0.0984874;-0.0984874;2.32453;246.642;80683.6;
21.3;6.76262;784420;-0.167533;-0.167533;-0.167533;2.67365;247.736;81255;
21.4;6.76262;786344;-0.16644;-0.16644;-0.16644;2.17067;247.63;81350.3;
21.5;6.76262;788501;-0.191721;-0.191721;-0.191721;3.58023;250.274;82366.6;
21.6;6.76262;790620;-0.0190078;-0.0190078;-0.0190078;2.50442;249.429;82618.3;
21.7;6.76262;792293;0.115743;0.115743;0.115743;2.67467;250.187;83197.4;
21.8;6.76262;793656;0.116302;0.116302;0.116302;2.91312;250.944;83327.2;
21.9;6.76262;795230;0.00210515;0.00210515;0.00210515;2.46552;250.807;83470.6;
22;5.00548;797055;-0.0991818;-0.0991818;-0.0991818;2.84295;251.921;83955.6;
22.1;5.00548;788966;-0.0398417;-0.0398417;-0.0398417;2.65841;249.147;82655.5;
22.2;5.00548;780638;-0.00192517;-0.00192517;-0.00192517;1.74692;245.28;80460.9;
22.3;5.00548;772371;-0.0304569;-0.0304569;-0.0304569;2.4227;243.654;79128;
22.4;5.00548;764441;-0.0579474;-0.0579474;-0.0579474;3.19118;242.263;77927.2;
22.5;5.00548;756697;0.0776568;0.0776568;0.0776568;2.51788;238.913;76111.9;
22.6;5.00548;748783;0.0948238;0.0948238;0.0948238;2.44612;236.351;74476.9;
22.7;5.00548;740780;-0.00831068;-0.00831068;-0.00831068;3.20177;234.918;73201.1;
22.8;5.00548;733038;-0.0500275;-0.0500275;-0.0500275;2.28355;231.224;71475.4;
22.9;5.00548;725605;-0.0331209;-0.0331209;-0.0331209;1.49845;227.814;69477.7;
23;6.98726;718304;-0.138628;-0.138628;-0.138628;2.46386;226.875;68436.6;
23.1;6.98726;723688;-0.125367;-0.125367;-0.125367;1.28288;226.896;68679.6;
23.2;6.98726;728954;-0.17263;-0.17263;-0.17263;1.82321;229.29;69742.5;
23.3;6.98726;734340;-0.134719;-0.134719;-0.134719;1.99347;231.204;71047.7;
23.4;6.98726;739504;0.029359;0.029359;0.029359;1.91327;232.699;72050.3;
23.5;6.98726;744137;0.0990997;0.0990997;0.0990997;1.3761;233.388;72590.9;
23.6;6.98726;748567;-0.0275257;-0.0275257;-0.0275257;2.7065;236.627;74159.4;
23.7;6.98726;753044;0.0766947;0.0766947;0.0766947;1.28678;236.033;74365.6;
23.8;6.98726;757605;-0.0536989;-0.0536989;-0.0536989;2.2506;238.801;75655.3;
23.9;6.98726;762071;-0.0603804;-0.0603804;-0.0603804;1.68726;239.403;76641;
24;4.5282;766082;-0.0921055;-0.0921055;-0.0921055;2.32445;241.565;77175;
24.1;4.5282;756261;-0.191945;-0.191945;-0.191945;1.71858;237.662;75735.7;
24.2;4.5282;746708;-0.200989;-0.200989;-0.200989;2.83823;236.258;74091.4;
24.3;4.5282;737251;-0.10643;-0.10643;-0.10643;2.35941;232.647;72258.6;
24.4;4.5282;727632;0.0292522;0.0292522;0.0292522;2.19733;229.428;70329.5;
24.5;4.5282;717967;0.0570776;0.0570776;0.0570776;2.75407;227.199;68796.9;
24.6;4.5282;708545;0.120905;0.120905;0.120905;2.07476;223.318;66838.9;
24.7;4.5282;699377;0.0979403;0.0979403;0.0979403;1.59695;219.799;65020;
24.8;4.5282;690189;-0.0914287;-0.0914287;-0.0914287;2.04825;217.572;63029.8;
24.9;4.5282;680898;-0.0858463;-0.0858463;-0.0858463;1.91254;214.491;61673.9;
25;3.93469;671725;-0.101366;-0.101366;-0.101366;2.86638;212.978;60192.9;
25.1;3.93469;660860;-0.0716119;-0.0716119;-0.0716119;2.13859;208.581;58195.7;
25.2;3.93469;650071;0.102708;0.102708;0.102708;1.99885;205.03;56343.2;
25.3;3.93469;639085;0.132562;0.132562;0.132562;1.38385;200.752;54264.4;
25.4;3.93469;628086;-0.0305912;-0.0305912;-0.0305912;2.58056;199.004;52807.1;
25.5;3.93469;617374;-0.0575921;-0.0575921;-0.0575921;1.98613;194.84;50717.4;
25.6;3.93469;606948;-0.100068;-0.100068;-0.100068;2.18163;191.871;49322.6;
25.7;3.93469;596460;0.117125;0.117125;0.117125;1.59474;187.788;47448.6;
25.8;3.93469;585817;0.0701151;0.0701151;0.0701151;1.72158;184.654;45657.6;
25.9;3.93469;575309;0.00449424;0.00449424;0.00449424;1.96123;181.72;44072.7;
26;6.31028;565185;0.0191597;0.0191597;0.0191597;1.95507;178.54;42569.9;
26.1;6.31028;569497;-0.0500484;-0.0500484;-0.0500484;2.16917;180.181;42864.8;
26.2;6.31028;573676;-0.150156;-0.150156;-0.150156;1.33824;180.318;43295.3;
26.3;6.31028;577644;-0.120553;-0.120553;-0.120553;2.46614;183.13;44168.4;
26.4;6.31028;581509;-0.109166;-0.109166;-0.109166;1.6242;183.154;44520.4;
26.5;6.31028;585400;-0.109073;-0.109073;-0.109073;1.5964;184.326;45150.1;
26.6;6.31028;589101;-0.0503457;-0.0503457;-0.0503457;1.53774;185.396;45675.1;
26.7;6.31028;592489;-0.0790797;-0.0790797;-0.0790797;1.75068;186.747;46120.2;
26.8;6.31028;595813;-0.108654;-0.108654;-0.108654;1.57608;187.536;46747.1;
26.9;6.31028;599178;-0.0727298;-0.0727298;-0.0727298;1.974;189.14;47396.5;
27;4.15433;602365;0.0563866;0.0563866;0.0563866;3.15207;191.802;48316.8;
27.1;4.15433;592617;0.120323;0.120323;0.120323;0.905365;185.626;46343.3;
27.2;4.15433;582809;-0.0850377;-0.0850377;-0.0850377;2.34922;184.594;45204.6;
27.3;4.15433;573190;-0.00159062;-0.00159062;-0.00159062;1.88273;180.949;43827.6;
27.4;4.15433;563845;-0.0246013;-0.0246013;-0.0246013;0.661887;176.334;42058;
27.5;4.15433;554636;-0.00384527;-0.00384527;-0.00384527;1.62678;174.821;40955.5;
27.6;4.15433;545308;0.110548;0.110548;0.110548;1.32328;171.494;39632.9;
27.7;4.15433;535945;0.171128;0.171128;0.171128;1.40112;168.69;38278.7;
27.8;4.15433;526839;0.12356;0.12356;0.12356;1.37181;165.816;36847.8;
27.9;4.15433;518018;0.024079;0.024079;0.024079;1.75561;163.61;35635.3;
28;7.23842;509361;-0.108648;-0.108648;-0.108648;1.9811;161.203;34513.6;
28.1;7.23842;526012;0.0191167;0.0191167;0.0191167;2.13478;166.596;36441.4;
28.2;7.23842;541544;0.0901534;0.0901534;0.0901534;2.11975;171.407;38569.5;
28.3;7.23842;556410;0.0543516;0.0543516;0.0543516;1.47741;175.133;40460.4;
28.4;7.23842;570666;-0.0642623;-0.0642623;-0.0642623;1.50536;179.607;42694.9;
28.5;7.23842;584002;-0.00333854;-0.00333854;-0.00333854;2.34398;184.928;44735.4;
28.6;7.23842;596615;-0.0184404;-0.0184404;-0.0184404;2.0228;188.401;46644.3;
28.7;7.23842;608946;-0.0877535;-0.0877535;-0.0877535;1.50972;191.519;48556.7;
28.8;7.23842;620853;0.00358341;0.00358341;0.00358341;1.70978;195.504;50522.5;
28.9;7.23842;631907;0.0873783;0.0873783;0.0873783;2.97772;200.717;52579.3;
29;4.04122;642135;0.132686;0.132686;0.132686;1.94249;202.48;54287.5;
29.1;4.04122;631633;0.00528067;0.00528067;0.00528067;1.8832;199.131;53033.9;
29.2;4.04122;621365;-0.117359;-0.117359;-0.117359;2.53627;196.851;51474.2;
29.3;4.04122;611118;-0.109529;-0.109529;-0.109529;1.57859;192.324;49589.4;
29.4;4.04122;600815;-0.136736;-0.136736;-0.136736;0.999267;188.308;47659.7;
29.5;4.04122;590669;-0.177379;-0.177379;-0.177379;2.30324;186.976;46794.8;
29.6;4.04122;580759;-0.104071;-0.104071;-0.104071;2.18177;183.724;44907.6;
29.7;4.04122;570924;0.0646845;0.0646845;0.0646845;2.53422;181.158;43859.3;
29.8;4.04122;560941;0.245885;0.245885;0.245885;0.597249;175.342;41738.2;
29.9;4.04122;550975;0.172668;0.172668;0.172668;1.53837;173.558;40399.2;
