# Export CSV started at 23/07/2024 10:30
# System name: "WECS_Odgaard_3_Blade_3.ame"
# Data set name: "2"
# ame_simulation_time;Vw;Ps;A3;A4;A5;A1;A2;A6;
# Time;Wind_speed;Power_sensor;Pitch angle_1;Pitch angle_2;Pitch angle_3;Rotor_speed_sensor;Generator_speed_sensor;Torque_sensor;
# s;m/s;W;deg;deg;deg;rpm;rpm;Nm;
2.3;13.0965;1.75302e+06;-0.00266111;-0.00266111;-0.00266111;6.59946;554.534;401860;
2.4;13.0965;1.79047e+06;0.0446785;0.0446785;0.0446785;6.47019;565.997;420418;
2.5;13.0965;1.82745e+06;0.0324008;0.0324008;0.0324008;6.61824;577.704;439220;
2.6;13.0965;1.86442e+06;0.076777;0.076777;0.076777;6.92234;589.634;456634;
2.7;13.0965;1.89998e+06;0.121949;0.121949;0.121949;6.04154;599.465;474714;
2.8;13.0965;1.93347e+06;0.0900682;0.0900682;0.0900682;5.85174;609.613;491233;
2.9;13.0965;1.96628e+06;0.00467089;0.00467089;0.00467089;5.86915;619.842;508277;
3;12.9101;1.99943e+06;-0.0374778;-0.0374778;-0.0374778;6.20788;630.63;526001;
3.1;12.9101;2.03004e+06;-0.0918088;-0.0918088;-0.0918088;6.90451;641.132;541808;
3.2;12.9101;2.05912e+06;0.0545897;0.0545897;0.0545897;6.93693;650.22;557540;
3.3;12.9101;2.08683e+06;0.103901;0.103901;0.103901;7.17711;659.174;572278;
3.4;12.9101;2.11467e+06;0.0207681;0.0207681;0.0207681;7.5291;668.328;589321;
3.5;12.9101;2.1424e+06;0.0378017;0.0378017;0.0378017;7.50733;676.925;605472;
3.6;12.9101;2.16897e+06;0.0669297;0.0669297;0.0669297;6.99838;684.478;620112;
3.7;12.9101;2.19469e+06;-0.0260176;-0.0260176;-0.0260176;6.60816;691.929;634299;
3.8;12.9101;2.22047e+06;-0.0534685;-0.0534685;-0.0534685;7.73321;701.522;649658;
3.9;12.9101;2.24599e+06;0.086233;0.086233;0.086233;8.16769;710.07;665315;
4;12.5451;2.27037e+06;0.195377;0.195377;0.195377;7.34575;716.508;679244;
4.1;12.5451;2.29066e+06;0.0690572;0.0690572;0.0690572;7.88907;723.578;691588;
4.2;12.5451;2.31102e+06;-0.05117;-0.05117;-0.05117;7.32771;729.127;703585;
4.3;12.5451;2.33174e+06;-0.0898001;-0.0898001;-0.0898001;8.0411;736.571;716290;
4.4;12.5451;2.35216e+06;-0.0598355;-0.0598355;-0.0598355;7.37547;741.991;729650;
4.5;12.5451;2.37159e+06;0.0100532;0.0100532;0.0100532;8.21814;749.213;740969;
4.6;12.5451;2.39052e+06;0.0314395;0.0314395;0.0314395;7.87571;754.622;753692;
4.7;12.5451;2.40958e+06;0.0831532;0.0831532;0.0831532;7.87293;760.547;766649;
4.8;12.5451;2.4284e+06;0.0884351;0.0884351;0.0884351;7.94763;766.507;779137;
4.9;12.5451;2.4465e+06;0.0425026;0.0425026;0.0425026;8.77212;773.291;789576;
5;11.6898;2.46424e+06;-0.046028;-0.046028;-0.046028;7.70751;777.327;799985;
5.1;11.6898;2.47595e+06;-0.180038;-0.180038;-0.180038;8.12564;781.554;809956;
5.2;11.6898;2.48785e+06;-0.109089;-0.109089;-0.109089;8.1588;785.303;817846;
5.3;11.6898;2.49901e+06;-0.070749;-0.070749;-0.070749;7.96977;788.512;824208;
5.4;11.6898;2.50979e+06;-0.133627;-0.133627;-0.133627;8.62986;792.787;833252;
5.5;11.6898;2.52083e+06;-0.0710071;-0.0710071;-0.0710071;8.36415;795.85;839968;
5.6;11.6898;2.53195e+06;0.0684049;0.0684049;0.0684049;7.82106;798.548;847390;
5.7;11.6898;2.54238e+06;0.112207;0.112207;0.112207;7.83424;801.814;852770;
5.8;11.6898;2.55236e+06;0.0062299;0.0062299;0.0062299;9.06719;806.641;860176;
5.9;11.6898;2.5626e+06;-0.02378;-0.02378;-0.02378;8.54849;809.098;866816;
6;12.455;2.57336e+06;-0.0811999;-0.0811999;-0.0811999;9.31041;813.505;874438;
6.1;12.455;2.58929e+06;-0.0319592;-0.0319592;-0.0319592;8.42674;817.226;885023;
6.2;12.455;2.60439e+06;0.0467196;0.0467196;0.0467196;7.9276;821.221;895222;
6.3;12.455;2.61944e+06;-0.0308482;-0.0308482;-0.0308482;8.5407;826.76;906893;
6.4;12.455;2.63486e+06;-0.00729664;-0.00729664;-0.00729664;10.2144;833.9;916042;
6.5;12.455;2.64991e+06;0.0685536;0.0685536;0.0685536;8.64161;836.384;926705;
6.6;12.455;2.66419e+06;0.029255;0.029255;0.029255;8.67979;840.878;936590;
6.7;12.455;2.67839e+06;-0.0251385;-0.0251385;-0.0251385;8.82657;845.498;945950;
6.8;12.455;2.69316e+06;-0.114071;-0.114071;-0.114071;8.41974;849.524;957506;
6.9;12.455;2.70789e+06;-0.0576534;-0.0576534;-0.0576534;8.35502;854.018;969753;
7;13.7998;2.72167e+06;0.0619514;0.0619514;0.0619514;8.29835;858.21;978192;
7.1;13.7998;2.74588e+06;-0.0300476;-0.0300476;-0.0300476;8.5829;866.138;993114;
7.2;13.7998;2.7706e+06;-0.0664343;-0.0664343;-0.0664343;9.5057;875.12;1.01268e+06;
7.3;13.7998;2.79504e+06;-0.000954138;-0.000954138;-0.000954138;8.25639;880.975;1.03068e+06;
7.4;13.7998;2.81848e+06;0.0113306;0.0113306;0.0113306;9.23171;889.63;1.04825e+06;
7.5;13.7998;2.84117e+06;0.0707153;0.0707153;0.0707153;9.31069;896.798;1.06476e+06;
7.6;13.7998;2.8639e+06;0.0849513;0.0849513;0.0849513;10.3881;905.377;1.08204e+06;
7.7;13.7998;2.88652e+06;0.157429;0.157429;0.157429;9.41733;911.055;1.09983e+06;
7.8;13.7998;2.90831e+06;0.138156;0.138156;0.138156;10.4145;919.227;1.1156e+06;
7.9;13.7998;2.9295e+06;0.112177;0.112177;0.112177;9.80758;924.97;1.1322e+06;
8;11.8907;2.95095e+06;-0.0457707;-0.0457707;-0.0457707;10.0371;931.981;1.14943e+06;
8.1;11.8907;2.95911e+06;-0.060244;-0.060244;-0.060244;9.26873;933.446;1.15781e+06;
8.2;11.8907;2.96679e+06;-0.0703174;-0.0703174;-0.0703174;10.1561;937.078;1.16204e+06;
8.3;11.8907;2.97402e+06;-0.0494141;-0.0494141;-0.0494141;9.56586;938.497;1.17004e+06;
8.4;11.8907;2.9814e+06;0.0461025;0.0461025;0.0461025;9.59173;940.829;1.17607e+06;
8.5;11.8907;2.98903e+06;0.0714005;0.0714005;0.0714005;9.25109;942.727;1.18115e+06;
8.6;11.8907;2.99634e+06;0.0362328;0.0362328;0.0362328;9.90872;945.923;1.18535e+06;
8.7;11.8907;3.00327e+06;-0.117759;-0.117759;-0.117759;10.0887;948.329;1.19204e+06;
8.8;11.8907;3.0105e+06;-0.0672521;-0.0672521;-0.0672521;9.86715;950.265;1.19677e+06;
8.9;11.8907;3.0181e+06;-0.093483;-0.093483;-0.093483;10.3966;953.373;1.20427e+06;
9;12.1709;3.02543e+06;-0.0982981;-0.0982981;-0.0982981;9.63233;954.581;1.2093e+06;
9.1;12.1709;3.03401e+06;-0.134134;-0.134134;-0.134134;10.2425;958.102;1.21512e+06;
9.2;12.1709;3.04268e+06;-0.107916;-0.107916;-0.107916;10.1469;960.665;1.22424e+06;
9.3;12.1709;3.05173e+06;-0.142387;-0.142387;-0.142387;10.6159;964.138;1.22921e+06;
9.4;12.1709;3.06065e+06;-0.129075;-0.129075;-0.129075;10.2897;966.457;1.23889e+06;
9.5;12.1709;3.06882e+06;0.0234936;0.0234936;0.0234936;9.88358;968.43;1.24443e+06;
9.6;12.1709;3.07687e+06;0.0315605;0.0315605;0.0315605;10.4553;971.731;1.25009e+06;
9.7;12.1709;3.08536e+06;0.00779934;0.00779934;0.00779934;9.32931;972.799;1.25983e+06;
9.8;12.1709;3.09377e+06;-0.0227052;-0.0227052;-0.0227052;9.47174;975.614;1.26477e+06;
9.9;12.1709;3.10168e+06;-0.0791546;-0.0791546;-0.0791546;10.0869;978.936;1.26935e+06;
10;12.2797;3.10973e+06;-0.225567;-0.225567;-0.225567;10.8091;982.447;1.2781e+06;
10.1;12.2797;3.11894e+06;-0.203374;-0.203374;-0.203374;9.61862;983.649;1.28518e+06;
10.2;12.2797;3.12808e+06;-0.172393;-0.172393;-0.172393;9.98309;987.003;1.294e+06;
10.3;12.2797;3.13656e+06;-0.163013;-0.163013;-0.163013;10.1535;989.877;1.29934e+06;
10.4;12.2797;3.14498e+06;-0.182739;-0.182739;-0.182739;10.827;993.437;1.30848e+06;
10.5;12.2797;3.15367e+06;-0.0575919;-0.0575919;-0.0575919;9.65518;994.502;1.31506e+06;
10.6;12.2797;3.16223e+06;0.0109085;0.0109085;0.0109085;10.3458;998.131;1.32052e+06;
10.7;12.2797;3.17027e+06;-0.0830077;-0.0830077;-0.0830077;11.1311;1001.73;1.32849e+06;
10.8;12.2797;3.17822e+06;-0.152459;-0.152459;-0.152459;10.6004;1003.46;1.33411e+06;
10.9;12.2797;3.18664e+06;-0.0743616;-0.0743616;-0.0743616;10.4058;1005.81;1.34314e+06;
11;12.7263;3.19485e+06;0.116729;0.116729;0.116729;10.7975;1008.91;1.34966e+06;
11.1;12.7263;3.20508e+06;0.185601;0.185601;0.185601;11.5586;1013.15;1.35751e+06;
11.2;12.7263;3.21496e+06;0.243709;0.243709;0.243709;10.5334;1014.79;1.36727e+06;
11.3;12.7263;3.22512e+06;0.2995;0.2995;0.2995;10.8756;1018.43;1.37426e+06;
11.4;12.7263;3.23536e+06;0.175088;0.175088;0.175088;10.9956;1021.79;1.38181e+06;
11.5;12.7263;3.24544e+06;-0.0316926;-0.0316926;-0.0316926;10.7887;1024.63;1.39161e+06;
11.6;12.7263;3.25544e+06;-0.0736336;-0.0736336;-0.0736336;11.5098;1028.75;1.40149e+06;
11.7;12.7263;3.2657e+06;0.0154217;0.0154217;0.0154217;11.0471;1031.29;1.40941e+06;
11.8;12.7263;3.27598e+06;0.0385738;0.0385738;0.0385738;10.6234;1033.9;1.41757e+06;
11.9;12.7263;3.28583e+06;-0.00395357;-0.00395357;-0.00395357;10.6587;1037.01;1.4258e+06;
12;11.8778;3.29526e+06;0.0752485;0.0752485;0.0752485;10.3683;1039.55;1.43499e+06;
12.1;11.8778;3.29999e+06;0.0414879;0.0414879;0.0414879;10.9996;1041.9;1.43914e+06;
12.2;11.8778;3.30507e+06;-0.0222999;-0.0222999;-0.0222999;11.231;1043.81;1.44578e+06;
12.3;11.8778;3.30968e+06;0.0130874;0.0130874;0.0130874;10.6417;1044.41;1.44869e+06;
12.4;11.8778;3.31394e+06;0.0235347;0.0235347;0.0235347;11.0574;1046.32;1.45224e+06;
12.5;11.8778;3.31866e+06;-0.058439;-0.058439;-0.058439;12.162;1049.34;1.4574e+06;
12.6;11.8778;3.32365e+06;-0.0773701;-0.0773701;-0.0773701;11.0346;1049.31;1.45945e+06;
12.7;11.8778;3.32827e+06;-0.0409735;-0.0409735;-0.0409735;11.2959;1051.11;1.46533e+06;
12.8;11.8778;3.33238e+06;0.0955468;0.0955468;0.0955468;11.9538;1053.31;1.46847e+06;
12.9;11.8778;3.33677e+06;0.0534068;0.0534068;0.0534068;11.38;1053.87;1.47392e+06;
13;10.7378;3.34145e+06;0.0562441;0.0562441;0.0562441;11.5761;1055.62;1.47698e+06;
13.1;10.7378;3.34015e+06;0.0785436;0.0785436;0.0785436;10.5378;1053.76;1.47537e+06;
13.2;10.7378;3.3386e+06;-0.0753725;-0.0753725;-0.0753725;10.4356;1053.13;1.47441e+06;
13.3;10.7378;3.33758e+06;-0.19539;-0.19539;-0.19539;11.2753;1053.99;1.47599e+06;
13.4;10.7378;3.33689e+06;-0.0483105;-0.0483105;-0.0483105;11.0247;1053.43;1.47352e+06;
13.5;10.7378;3.33574e+06;0.0904125;0.0904125;0.0904125;10.8196;1052.78;1.47557e+06;
13.6;10.7378;3.33404e+06;0.170639;0.170639;0.170639;10.7542;1052.16;1.47257e+06;
13.7;10.7378;3.33269e+06;0.117864;0.117864;0.117864;11.0652;1052.17;1.46859e+06;
13.8;10.7378;3.33183e+06;-0.00781341;-0.00781341;-0.00781341;11.6265;1052.7;1.4675e+06;
13.9;10.7378;3.3308e+06;-0.108436;-0.108436;-0.108436;9.80494;1049.82;1.46758e+06;
14;13.3456;3.32958e+06;-0.229518;-0.229518;-0.229518;11.1056;1051.24;1.46783e+06;
14.1;13.3456;3.34329e+06;-0.044424;-0.044424;-0.044424;11.5821;1056.17;1.47682e+06;
14.2;13.3456;3.35702e+06;0.0702134;0.0702134;0.0702134;11.7882;1060.73;1.48978e+06;
14.3;13.3456;3.37013e+06;0.155426;0.155426;0.155426;11.0968;1063.84;1.50048e+06;
14.4;13.3456;3.38252e+06;0.202408;0.202408;0.202408;11.4343;1068.17;1.51317e+06;
14.5;13.3456;3.39495e+06;0.186344;0.186344;0.186344;10.8353;1071.19;1.52258e+06;
14.6;13.3456;3.40802e+06;0.000710988;0.000710988;0.000710988;10.8468;1075.28;1.53584e+06;
14.7;13.3456;3.4209e+06;0.0547654;0.0547654;0.0547654;11.1156;1079.66;1.54554e+06;
14.8;13.3456;3.43309e+06;0.0373064;0.0373064;0.0373064;11.9825;1084.66;1.55621e+06;
14.9;13.3456;3.44539e+06;-0.00831269;-0.00831269;-0.00831269;11.3322;1087.58;1.5665e+06;
15;12.498;3.45819e+06;-0.0662466;-0.0662466;-0.0662466;11.4666;1091.76;1.57869e+06;
15.1;12.498;3.46555e+06;-0.0628236;-0.0628236;-0.0628236;11.6237;1094.27;1.58755e+06;
15.2;12.498;3.4722e+06;0.0215622;0.0215622;0.0215622;11.5275;1096.2;1.59471e+06;
15.3;12.498;3.47879e+06;0.127703;0.127703;0.127703;11.966;1098.86;1.60049e+06;
15.4;12.498;3.4858e+06;0.0557731;0.0557731;0.0557731;11.1513;1099.91;1.60474e+06;
15.5;12.498;3.49287e+06;-0.0883412;-0.0883412;-0.0883412;11.7852;1102.99;1.61121e+06;
15.6;12.498;3.49947e+06;-0.00824996;-0.00824996;-0.00824996;11.2104;1104.24;1.62018e+06;
15.7;12.498;3.50588e+06;0.0439168;0.0439168;0.0439168;11.2477;1106.29;1.62474e+06;
15.8;12.498;3.51286e+06;-0.0693947;-0.0693947;-0.0693947;12.2018;1109.79;1.63166e+06;
15.9;12.498;3.51984e+06;-0.0473027;-0.0473027;-0.0473027;11.3324;1110.75;1.63866e+06;
16;12.498;3.52612e+06;0.0123263;0.0123263;0.0123263;11.2022;1112.52;1.64385e+06;
16.1;12.007;3.52969e+06;-0.0470361;-0.0470361;-0.0470361;11.4041;1113.91;1.64654e+06;
16.2;12.007;3.53388e+06;-0.0935559;-0.0935559;-0.0935559;11.8128;1115.79;1.65268e+06;
16.3;12.007;3.53794e+06;0.0571511;0.0571511;0.0571511;11.9451;1117.24;1.65519e+06;
16.4;12.007;3.54133e+06;0.0233696;0.0233696;0.0233696;12.0588;1118.45;1.65855e+06;
16.5;12.007;3.54475e+06;-0.00720359;-0.00720359;-0.00720359;11.547;1118.8;1.65945e+06;
16.6;12.007;3.54883e+06;-0.1309;-0.1309;-0.1309;11.6002;1120.14;1.66435e+06;
16.7;12.007;3.55298e+06;-0.104949;-0.104949;-0.104949;11.988;1121.98;1.66912e+06;
16.8;12.007;3.55645e+06;-0.0116702;-0.0116702;-0.0116702;11.6962;1122.65;1.67409e+06;
16.9;12.007;3.5597e+06;0.112527;0.112527;0.112527;10.4721;1121.95;1.67766e+06;
17;13.6793;3.56346e+06;0.0679356;0.0679356;0.0679356;11.7192;1124.85;1.67899e+06;
17.1;13.6793;3.57721e+06;-0.015947;-0.015947;-0.015947;11.5825;1128.93;1.6883e+06;
17.2;13.6793;3.59059e+06;-0.151919;-0.151919;-0.151919;12.2392;1134.01;1.70363e+06;
17.3;13.6793;3.60385e+06;-0.0856669;-0.0856669;-0.0856669;12.0211;1137.83;1.71605e+06;
17.4;13.6793;3.61731e+06;-0.00346189;-0.00346189;-0.00346189;12.0309;1142.03;1.72735e+06;
17.5;13.6793;3.63072e+06;-0.0755532;-0.0755532;-0.0755532;12.1325;1146.35;1.73998e+06;
17.6;13.6793;3.64357e+06;-0.0589826;-0.0589826;-0.0589826;12.2217;1150.47;1.7552e+06;
17.7;13.6793;3.65601e+06;0.0707503;0.0707503;0.0707503;11.7058;1153.61;1.76616e+06;
17.8;13.6793;3.66881e+06;0.0115016;0.0115016;0.0115016;12.2919;1158.42;1.77716e+06;
17.9;13.6793;3.68181e+06;-0.0917309;-0.0917309;-0.0917309;12.1221;1162.23;1.79004e+06;
18;14.5992;3.69425e+06;-0.0650477;-0.0650477;-0.0650477;11.6981;1165.49;1.80459e+06;
18.1;14.5992;3.71271e+06;-0.0307305;-0.0307305;-0.0307305;12.898;1172.91;1.82118e+06;
18.2;14.5992;3.73147e+06;-0.0248969;-0.0248969;-0.0248969;12.3296;1177.95;1.83827e+06;
18.3;14.5992;3.75018e+06;0.0254528;0.0254528;0.0254528;12.0669;1183.41;1.85516e+06;
18.4;14.5992;3.76807e+06;0.0746239;0.0746239;0.0746239;12.1401;1189.07;1.87596e+06;
18.5;14.5992;3.78542e+06;0.0326827;0.0326827;0.0326827;12.8848;1195.51;1.8919e+06;
18.6;14.5992;3.80342e+06;-0.0122515;-0.0122515;-0.0122515;12.4876;1200.55;1.91005e+06;
18.7;14.5992;3.82141e+06;0.0211071;0.0211071;0.0211071;12.4087;1206.04;1.92748e+06;
18.8;14.5992;3.83858e+06;0.0270879;0.0270879;0.0270879;12.7817;1211.9;1.94611e+06;
18.9;14.5992;3.85527e+06;0.124072;0.124072;0.124072;12.5857;1216.82;1.9628e+06;
19;14.6826;3.87224e+06;0.117662;0.117662;0.117662;13.2632;1223.04;1.98093e+06;
19.1;14.6826;3.8899e+06;0.0785571;0.0785571;0.0785571;13.1532;1228.39;1.99779e+06;
19.2;14.6826;3.90697e+06;0.0563171;0.0563171;0.0563171;12.6044;1232.93;2.01559e+06;
19.3;14.6826;3.92365e+06;0.0193308;0.0193308;0.0193308;13.4091;1239.24;2.03447e+06;
19.4;14.6826;3.94079e+06;-0.0104275;-0.0104275;-0.0104275;13.6282;1244.88;2.05282e+06;
19.5;14.6826;3.95793e+06;0.0870446;0.0870446;0.0870446;13.3316;1249.8;2.06822e+06;
19.6;14.6826;3.97444e+06;-0.0165112;-0.0165112;-0.0165112;13.221;1254.78;2.0863e+06;
19.7;14.6826;3.99056e+06;0.101526;0.101526;0.101526;13.4212;1260.07;2.10561e+06;
19.8;14.6826;4.00661e+06;0.228762;0.228762;0.228762;13.1932;1264.74;2.12047e+06;
19.9;14.6826;4.02295e+06;0.0913384;0.0913384;0.0913384;14.1661;1271.19;2.13927e+06;
20;12.9593;4.03866e+06;0.0887837;0.0887837;0.0887837;13.681;1275.42;2.15294e+06;
20.1;12.9593;4.0437e+06;-0.0431131;-0.0431131;-0.0431131;13.0866;1276.15;2.16103e+06;
20.2;12.9593;4.04939e+06;-0.191119;-0.191119;-0.191119;13.5326;1278.54;2.16839e+06;
20.3;12.9593;4.05547e+06;-0.105852;-0.105852;-0.105852;13.0305;1279.73;2.17357e+06;
20.4;12.9593;4.06102e+06;-0.147191;-0.147191;-0.147191;13.6255;1282.29;2.1798e+06;
20.5;12.9593;4.06618e+06;-0.170217;-0.170217;-0.170217;14.0509;1284.49;2.1875e+06;
20.6;12.9593;4.07168e+06;-0.068654;-0.068654;-0.068654;13.2453;1285.08;2.19201e+06;
20.7;12.9593;4.07741e+06;0.035658;0.035658;0.035658;13.0614;1286.6;2.19704e+06;
20.8;12.9593;4.08264e+06;-0.00921874;-0.00921874;-0.00921874;13.5231;1288.88;2.20427e+06;
20.9;12.9593;4.08736e+06;0.110276;0.110276;0.110276;13.7113;1290.6;2.21055e+06;
21;13.7626;4.0923e+06;0.161663;0.161663;0.161663;13.4566;1291.78;2.21446e+06;
21.1;13.7626;4.10214e+06;0.0490188;0.0490188;0.0490188;13.7767;1295.29;2.22418e+06;
21.2;13.7626;4.11183e+06;-0.0984874;-0.0984874;-0.0984874;13.3886;1297.76;2.23346e+06;
21.3;13.7626;4.1212e+06;-0.167533;-0.167533;-0.167533;13.7633;1301.2;2.24479e+06;
21.4;13.7626;4.13086e+06;-0.16644;-0.16644;-0.16644;13.2858;1303.53;2.25369e+06;
21.5;13.7626;4.14099e+06;-0.191721;-0.191721;-0.191721;14.7207;1308.69;2.26728e+06;
21.6;13.7626;4.15059e+06;-0.0190078;-0.0190078;-0.0190078;13.6701;1310.21;2.27704e+06;
21.7;13.7626;4.15931e+06;0.115743;0.115743;0.115743;13.8651;1313.19;2.28826e+06;
21.8;13.7626;4.1681e+06;0.116302;0.116302;0.116302;14.128;1316.3;2.29702e+06;
21.9;13.7626;4.17752e+06;0.00210515;0.00210515;0.00210515;13.7048;1318.63;2.30594e+06;
22;12.0055;4.18671e+06;-0.0991818;-0.0991818;-0.0991818;14.1068;1322.07;2.31666e+06;
22.1;12.0055;4.1864e+06;-0.0398417;-0.0398417;-0.0398417;13.95;1321.76;2.31883e+06;
22.2;12.0055;4.18623e+06;-0.00192517;-0.00192517;-0.00192517;13.0658;1320.46;2.31628e+06;
22.3;12.0055;4.18666e+06;-0.0304569;-0.0304569;-0.0304569;13.7684;1321.58;2.31804e+06;
22.4;12.0055;4.18691e+06;-0.0579474;-0.0579474;-0.0579474;14.5636;1322.77;2.3204e+06;
22.5;12.0055;4.18649e+06;0.0776568;0.0776568;0.0776568;13.9168;1321.74;2.31933e+06;
22.6;12.0055;4.18617e+06;0.0948238;0.0948238;0.0948238;13.871;1321.57;2.3189e+06;
22.7;12.0055;4.1865e+06;-0.00831068;-0.00831068;-0.00831068;14.6522;1322.77;2.32025e+06;
22.8;12.0055;4.18676e+06;-0.0500275;-0.0500275;-0.0500275;13.7596;1321.6;2.31913e+06;
22.9;12.0055;4.18638e+06;-0.0331209;-0.0331209;-0.0331209;13;1320.42;2.31622e+06;
23;13.9873;4.18631e+06;-0.138628;-0.138628;-0.138628;13.9907;1321.77;2.31849e+06;
23.1;13.9873;4.19722e+06;-0.125367;-0.125367;-0.125367;12.8262;1323.53;2.32611e+06;
23.2;13.9873;4.20799e+06;-0.17263;-0.17263;-0.17263;13.3833;1327.66;2.33788e+06;
23.3;13.9873;4.21809e+06;-0.134719;-0.134719;-0.134719;13.5709;1331.06;2.35115e+06;
23.4;13.9873;4.22797e+06;0.029359;0.029359;0.029359;13.508;1334.05;2.3627e+06;
23.5;13.9873;4.23817e+06;0.0990997;0.0990997;0.0990997;12.988;1336.49;2.37162e+06;
23.6;13.9873;4.24835e+06;-0.0275257;-0.0275257;-0.0275257;14.3357;1341.55;2.38631e+06;
23.7;13.9873;4.2578e+06;0.0766947;0.0766947;0.0766947;12.9337;1342.52;2.39358e+06;
23.8;13.9873;4.26723e+06;-0.0536989;-0.0536989;-0.0536989;13.9154;1346.83;2.4068e+06;
23.9;13.9873;4.27742e+06;-0.0603804;-0.0603804;-0.0603804;13.3702;1349.24;2.41854e+06;
24;11.5282;4.28738e+06;-0.0921055;-0.0921055;-0.0921055;14.0255;1353.28;2.42769e+06;
24.1;11.5282;4.28477e+06;-0.191945;-0.191945;-0.191945;13.4443;1351.65;2.42761e+06;
24.2;11.5282;4.28214e+06;-0.200989;-0.200989;-0.200989;14.5886;1352.43;2.42652e+06;
24.3;11.5282;4.28011e+06;-0.10643;-0.10643;-0.10643;14.1339;1351.17;2.42427e+06;
24.4;11.5282;4.27806e+06;0.0292522;0.0292522;0.0292522;13.9954;1350.34;2.42115e+06;
24.5;11.5282;4.27532e+06;0.0570776;0.0570776;0.0570776;14.5755;1350.3;2.42003e+06;
24.6;11.5282;4.2724e+06;0.120905;0.120905;0.120905;13.9192;1348.47;2.41623e+06;
24.7;11.5282;4.27012e+06;0.0979403;0.0979403;0.0979403;13.4641;1347.12;2.41298e+06;
24.8;11.5282;4.26807e+06;-0.0914287;-0.0914287;-0.0914287;13.9379;1347.15;2.40841e+06;
24.9;11.5282;4.26553e+06;-0.0858463;-0.0858463;-0.0858463;13.8249;1346.2;2.40771e+06;
25;10.9347;4.26283e+06;-0.101366;-0.101366;-0.101366;14.8012;1346.73;2.40592e+06;
25.1;10.9347;4.2585e+06;-0.0716119;-0.0716119;-0.0716119;14.0947;1344.4;2.40058e+06;
25.2;10.9347;4.25425e+06;0.102708;0.102708;0.102708;13.9759;1342.91;2.39575e+06;
25.3;10.9347;4.24929e+06;0.132562;0.132562;0.132562;13.3816;1340.54;2.38913e+06;
25.4;10.9347;4.24427e+06;-0.0305912;-0.0305912;-0.0305912;14.5989;1340.67;2.38621e+06;
25.5;10.9347;4.23995e+06;-0.0575921;-0.0575921;-0.0575921;14.0249;1338.53;2.37902e+06;
25.6;10.9347;4.2359e+06;-0.100068;-0.100068;-0.100068;14.2408;1337.57;2.37629e+06;
25.7;10.9347;4.23112e+06;0.117125;0.117125;0.117125;13.6739;1335.29;2.36999e+06;
25.8;10.9347;4.22609e+06;0.0701151;0.0701151;0.0701151;13.8203;1333.93;2.36379e+06;
25.9;10.9347;4.22175e+06;0.00449424;0.00449424;0.00449424;14.0793;1332.94;2.3588e+06;
