# Export CSV started at 23/07/2024 10:31
# System name: "WECS_Odgaard_3_Blade_3.ame"
# Data set name: "3"
# ame_simulation_time;Vw;Ps;A3;A4;A5;A1;A2;A6;
# Time;Wind_speed;Power_sensor;Pitch angle_1;Pitch angle_2;Pitch angle_3;Rotor_speed_sensor;Generator_speed_sensor;Torque_sensor;
# s;m/s;W;deg;deg;deg;rpm;rpm;Nm;
6.9;11.455;2.32534e+06;-0.0576534;-0.0576534;-0.0576534;7.08383;733.242;715403;
7;12.7998;2.33655e+06;0.0619514;0.0619514;0.0619514;7.01864;736.622;721062;
7.1;12.7998;2.35823e+06;-0.0300476;-0.0300476;-0.0300476;7.29452;743.752;732265;
7.2;12.7998;2.38034e+06;-0.0664343;-0.0664343;-0.0664343;8.20863;751.91;747437;
7.3;12.7998;2.40213e+06;-0.000954138;-0.000954138;-0.000954138;6.95073;756.928;761259;
7.4;12.7998;2.42299e+06;0.0113306;0.0113306;0.0113306;7.91751;764.77;774725;
7.5;12.7998;2.44318e+06;0.0707153;0.0707153;0.0707153;7.98803;771.148;787283;
7.6;12.7998;2.46341e+06;0.0849513;0.0849513;0.0849513;9.05704;778.936;800511;
7.7;12.7998;2.48351e+06;0.157429;0.157429;0.157429;8.07797;783.819;814170;
7.8;12.7998;2.5028e+06;0.138156;0.138156;0.138156;9.06696;791.204;826110;
7.9;12.7998;2.52152e+06;0.112177;0.112177;0.112177;8.45178;796.165;838754;
8;10.8907;2.5405e+06;-0.0457707;-0.0457707;-0.0457707;8.6731;802.396;851932;
8.1;10.8907;2.54635e+06;-0.060244;-0.060244;-0.060244;7.89705;803.133;857569;
8.2;10.8907;2.55177e+06;-0.0703174;-0.0703174;-0.0703174;8.77678;806.051;859661;
8.3;10.8907;2.55672e+06;-0.0494141;-0.0494141;-0.0494141;8.17898;806.751;865001;
8.4;10.8907;2.5618e+06;0.0461025;0.0461025;0.0461025;8.19742;808.356;868663;
8.5;10.8907;2.56722e+06;0.0714005;0.0714005;0.0714005;7.84943;809.558;871523;
8.6;10.8907;2.57242e+06;0.0362328;0.0362328;0.0362328;8.49974;812.086;873635;
8.7;10.8907;2.57716e+06;-0.117759;-0.117759;-0.117759;8.67247;813.799;877879;
8.8;10.8907;2.58208e+06;-0.0672521;-0.0672521;-0.0672521;8.44361;815.009;880449;
8.9;10.8907;2.5875e+06;-0.093483;-0.093483;-0.093483;8.96583;817.428;885392;
9;11.1709;2.59281e+06;-0.0982981;-0.0982981;-0.0982981;8.19441;818;888225;
9.1;11.1709;2.59926e+06;-0.134134;-0.134134;-0.134134;8.79733;820.847;891730;
9.2;11.1709;2.60563e+06;-0.107916;-0.107916;-0.107916;8.69457;822.682;898051;
9.3;11.1709;2.61246e+06;-0.142387;-0.142387;-0.142387;9.15653;825.457;900825;
9.4;11.1709;2.61942e+06;-0.129075;-0.129075;-0.129075;8.82319;827.156;907637;
9.5;11.1709;2.6256e+06;0.0234936;0.0234936;0.0234936;8.41011;828.499;910925;
9.6;11.1709;2.6314e+06;0.0315605;0.0315605;0.0315605;8.97505;831.091;914328;
9.7;11.1709;2.6377e+06;0.00779934;0.00779934;0.00779934;7.84221;831.468;921214;
9.8;11.1709;2.64425e+06;-0.0227052;-0.0227052;-0.0227052;7.97782;833.696;924012;
9.9;11.1709;2.65031e+06;-0.0791546;-0.0791546;-0.0791546;8.58623;836.433;926507;
10;11.2797;2.65614e+06;-0.225567;-0.225567;-0.225567;9.30167;839.244;932557;
10.1;11.2797;2.66308e+06;-0.203374;-0.203374;-0.203374;8.10444;839.729;937159;
10.2;11.2797;2.67036e+06;-0.172393;-0.172393;-0.172393;8.46216;842.496;943259;
10.3;11.2797;2.67713e+06;-0.163013;-0.163013;-0.163013;8.62583;844.829;946410;
10.4;11.2797;2.68341e+06;-0.182739;-0.182739;-0.182739;9.29277;847.716;952806;
10.5;11.2797;2.68982e+06;-0.0575919;-0.0575919;-0.0575919;8.1145;848.059;957010;
10.6;11.2797;2.69655e+06;0.0109085;0.0109085;0.0109085;8.79871;851.111;960277;
10.7;11.2797;2.70302e+06;-0.0830077;-0.0830077;-0.0830077;9.57748;854.216;965703;
10.8;11.2797;2.70898e+06;-0.152459;-0.152459;-0.152459;9.04037;855.316;969121;
10.9;11.2797;2.71509e+06;-0.0743616;-0.0743616;-0.0743616;8.83952;856.935;975441;
11;11.7263;2.72145e+06;0.116729;0.116729;0.116729;9.22495;859.45;979633;
11.1;11.7263;2.73025e+06;0.185601;0.185601;0.185601;9.9798;863.243;984978;
11.2;11.7263;2.73831e+06;0.243709;0.243709;0.243709;8.94844;864.306;991958;
11.3;11.7263;2.74619e+06;0.2995;0.2995;0.2995;9.28472;867.227;996593;
11.4;11.7263;2.75455e+06;0.175088;0.175088;0.175088;9.39868;869.987;1.0017e+06;
11.5;11.7263;2.76325e+06;-0.0316926;-0.0316926;-0.0316926;9.18566;872.398;1.00871e+06;
11.6;11.7263;2.77154e+06;-0.0736336;-0.0736336;-0.0736336;9.90053;875.975;1.01578e+06;
11.7;11.7263;2.77952e+06;0.0154217;0.0154217;0.0154217;9.43189;877.799;1.02118e+06;
11.8;11.7263;2.78781e+06;0.0385738;0.0385738;0.0385738;9.00233;879.779;1.02679e+06;
11.9;11.7263;2.79633e+06;-0.00395357;-0.00395357;-0.00395357;9.03155;882.471;1.03246e+06;
12;10.8778;2.80421e+06;0.0752485;0.0752485;0.0752485;8.73513;884.514;1.03897e+06;
12.1;10.8778;2.80676e+06;0.0414879;0.0414879;0.0414879;9.36076;886.182;1.04121e+06;
12.2;10.8778;2.80984e+06;-0.0222999;-0.0222999;-0.0222999;9.58652;887.455;1.04557e+06;
12.3;10.8778;2.81318e+06;0.0130874;0.0130874;0.0130874;8.99146;887.663;1.04677e+06;
12.4;10.8778;2.81606e+06;0.0235347;0.0235347;0.0235347;9.40143;889.135;1.04852e+06;
12.5;10.8778;2.81865e+06;-0.058439;-0.058439;-0.058439;10.5005;891.477;1.05165e+06;
12.6;10.8778;2.82159e+06;-0.0773701;-0.0773701;-0.0773701;9.36756;890.805;1.05213e+06;
12.7;10.8778;2.82497e+06;-0.0409735;-0.0409735;-0.0409735;9.62316;892.217;1.05586e+06;
12.8;10.8778;2.82782e+06;0.0955468;0.0955468;0.0955468;10.2756;894.015;1.05729e+06;
12.9;10.8778;2.83016e+06;0.0534068;0.0534068;0.0534068;9.69641;893.93;1.0607e+06;
13;9.73782;2.83278e+06;0.0562441;0.0562441;0.0562441;9.88721;895.023;1.06206e+06;
13.1;9.73782;2.83038e+06;0.0785436;0.0785436;0.0785436;8.84374;892.819;1.05955e+06;
13.2;9.73782;2.82777e+06;-0.0753725;-0.0753725;-0.0753725;8.73648;891.858;1.05761e+06;
13.3;9.73782;2.82487e+06;-0.19539;-0.19539;-0.19539;9.57117;892.123;1.05782e+06;
13.4;9.73782;2.82219e+06;-0.0483105;-0.0483105;-0.0483105;9.31574;890.932;1.0546e+06;
13.5;9.73782;2.81989e+06;0.0904125;0.0904125;0.0904125;9.10568;889.924;1.05521e+06;
13.6;9.73782;2.81727e+06;0.170639;0.170639;0.170639;9.03526;889.009;1.0516e+06;
13.7;9.73782;2.81417e+06;0.117864;0.117864;0.117864;9.34158;888.471;1.04717e+06;
13.8;9.73782;2.81131e+06;-0.00781341;-0.00781341;-0.00781341;9.89818;888.362;1.04517e+06;
13.9;9.73782;2.8091e+06;-0.108436;-0.108436;-0.108436;8.07174;885.119;1.04415e+06;
14;12.3456;2.80701e+06;-0.229518;-0.229518;-0.229518;9.36741;886.256;1.04328e+06;
14.1;12.3456;2.819e+06;-0.044424;-0.044424;-0.044424;9.83909;890.647;1.04978e+06;
14.2;12.3456;2.83068e+06;0.0702134;0.0702134;0.0702134;10.0405;894.561;1.05961e+06;
14.3;12.3456;2.84254e+06;0.155426;0.155426;0.155426;9.34424;897.276;1.06755e+06;
14.4;12.3456;2.85412e+06;0.202408;0.202408;0.202408;9.67691;901.346;1.07718e+06;
14.5;12.3456;2.86499e+06;0.186344;0.186344;0.186344;9.07321;903.88;1.08405e+06;
14.6;12.3456;2.876e+06;0.000710988;0.000710988;0.000710988;9.08009;907.314;1.09415e+06;
14.7;12.3456;2.88755e+06;0.0547654;0.0547654;0.0547654;9.34404;911.276;1.10124e+06;
14.8;12.3456;2.89893e+06;0.0373064;0.0373064;0.0373064;10.2061;916.025;1.10915e+06;
14.9;12.3456;2.90973e+06;-0.00831269;-0.00831269;-0.00831269;9.55097;918.466;1.11674e+06;
15;11.498;2.92046e+06;-0.0662466;-0.0662466;-0.0662466;9.68081;921.992;1.12593e+06;
15.1;11.498;2.92636e+06;-0.0628236;-0.0628236;-0.0628236;9.8329;924.041;1.13226e+06;
15.2;11.498;2.93219e+06;0.0215622;0.0215622;0.0215622;9.73176;925.714;1.13717e+06;
15.3;11.498;2.93735e+06;0.127703;0.127703;0.127703;10.1654;927.925;1.14094e+06;
15.4;11.498;2.94229e+06;0.0557731;0.0557731;0.0557731;9.34608;928.313;1.14341e+06;
15.5;11.498;2.94784e+06;-0.0883412;-0.0883412;-0.0883412;9.97524;930.923;1.14774e+06;
15.6;11.498;2.95364e+06;-0.00824996;-0.00824996;-0.00824996;9.39551;931.915;1.15418e+06;
15.7;11.498;2.95875e+06;0.0439168;0.0439168;0.0439168;9.42809;933.55;1.15692e+06;
15.8;11.498;2.96367e+06;-0.0693947;-0.0693947;-0.0693947;10.3776;936.408;1.16166e+06;
15.9;11.498;2.96907e+06;-0.0473027;-0.0473027;-0.0473027;9.50346;936.864;1.16643e+06;
16;11.498;2.97458e+06;0.0123263;0.0123263;0.0123263;9.36845;938.393;1.16971e+06;
16.1;11.007;2.97696e+06;-0.0470361;-0.0470361;-0.0470361;9.5657;939.412;1.17088e+06;
16.2;11.007;2.97912e+06;-0.0935559;-0.0935559;-0.0935559;9.96993;940.649;1.17497e+06;
16.3;11.007;2.98155e+06;0.0571511;0.0571511;0.0571511;10.0976;941.584;1.17598e+06;
16.4;11.007;2.9842e+06;0.0233696;0.0233696;0.0233696;10.2067;942.561;1.17772e+06;
16.5;11.007;2.98655e+06;-0.00720359;-0.00720359;-0.00720359;9.69026;942.569;1.17742e+06;
16.6;11.007;2.98865e+06;-0.1309;-0.1309;-0.1309;9.73908;943.289;1.18047e+06;
16.7;11.007;2.9911e+06;-0.104949;-0.104949;-0.104949;10.1224;944.589;1.1834e+06;
16.8;11.007;2.99383e+06;-0.0116702;-0.0116702;-0.0116702;9.82601;945.024;1.18651e+06;
16.9;11.007;2.99612e+06;0.112527;0.112527;0.112527;8.59745;944.019;1.18846e+06;
17;12.6793;2.99798e+06;0.0679356;0.0679356;0.0679356;9.84034;946.318;1.18855e+06;
17.1;12.6793;3.01012e+06;-0.015947;-0.015947;-0.015947;9.6997;949.895;1.1954e+06;
17.2;12.6793;3.02284e+06;-0.151919;-0.151919;-0.151919;10.3522;954.768;1.20733e+06;
17.3;12.6793;3.03532e+06;-0.0856669;-0.0856669;-0.0856669;10.1299;958.34;1.21681e+06;
17.4;12.6793;3.04701e+06;-0.00346189;-0.00346189;-0.00346189;10.1358;961.982;1.22534e+06;
17.5;12.6793;3.0587e+06;-0.0755532;-0.0755532;-0.0755532;10.2334;965.756;1.23499e+06;
17.6;12.6793;3.07086e+06;-0.0589826;-0.0589826;-0.0589826;10.3184;969.658;1.24681e+06;
17.7;12.6793;3.0826e+06;0.0707503;0.0707503;0.0707503;9.79837;972.583;1.25507e+06;
17.8;12.6793;3.09369e+06;0.0115016;0.0115016;0.0115016;10.3805;976.845;1.26336e+06;
17.9;12.6793;3.1049e+06;-0.0917309;-0.0917309;-0.0917309;10.2068;980.089;1.27321e+06;
18;13.5992;3.11659e+06;-0.0650477;-0.0650477;-0.0650477;9.77861;983.119;1.28446e+06;
18.1;13.5992;3.13455e+06;-0.0307305;-0.0307305;-0.0307305;10.9747;990.379;1.29755e+06;
18.2;13.5992;3.15177e+06;-0.0248969;-0.0248969;-0.0248969;10.4029;994.933;1.31109e+06;
18.3;13.5992;3.16878e+06;0.0254528;0.0254528;0.0254528;10.1366;999.85;1.32443e+06;
18.4;13.5992;3.18599e+06;0.0746239;0.0746239;0.0746239;10.2061;1005.3;1.34107e+06;
18.5;13.5992;3.20288e+06;0.0326827;0.0326827;0.0326827;10.9469;1011.6;1.35363e+06;
18.6;13.5992;3.21933e+06;-0.0122515;-0.0122515;-0.0122515;10.5461;1016.15;1.36804e+06;
18.7;13.5992;3.23553e+06;0.0211071;0.0211071;0.0211071;10.4635;1021.07;1.38182e+06;
18.8;13.5992;3.25195e+06;0.0270879;0.0270879;0.0270879;10.8327;1026.7;1.39661e+06;
18.9;13.5992;3.26818e+06;0.124072;0.124072;0.124072;10.6328;1031.47;1.40978e+06;
19;13.6826;3.28363e+06;0.117662;0.117662;0.117662;11.3065;1037.22;1.42417e+06;
19.1;13.6826;3.29946e+06;0.0785571;0.0785571;0.0785571;11.1929;1041.98;1.43747e+06;
19.2;13.6826;3.31571e+06;0.0563171;0.0563171;0.0563171;10.6402;1046.26;1.45155e+06;
19.3;13.6826;3.33195e+06;0.0193308;0.0193308;0.0193308;11.4409;1052.44;1.46657e+06;
19.4;13.6826;3.34762e+06;-0.0104275;-0.0104275;-0.0104275;11.6561;1057.61;1.48113e+06;
19.5;13.6826;3.36284e+06;0.0870446;0.0870446;0.0870446;11.3558;1061.92;1.49317e+06;
19.6;13.6826;3.37846e+06;-0.0165112;-0.0165112;-0.0165112;11.2413;1066.62;1.50748e+06;
19.7;13.6826;3.39414e+06;0.101526;0.101526;0.101526;11.4374;1071.78;1.52284e+06;
19.8;13.6826;3.40877e+06;0.228762;0.228762;0.228762;11.2055;1076;1.53444e+06;
19.9;13.6826;3.42317e+06;0.0913384;0.0913384;0.0913384;12.1746;1081.83;1.54937e+06;
20;11.9593;3.43792e+06;0.0887837;0.0887837;0.0887837;11.6855;1085.76;1.55991e+06;
20.1;11.9593;3.44241e+06;-0.0431131;-0.0431131;-0.0431131;11.0867;1086.32;1.56563e+06;
20.2;11.9593;3.44658e+06;-0.191119;-0.191119;-0.191119;11.5282;1088.23;1.5707e+06;
20.3;11.9593;3.45057e+06;-0.105852;-0.105852;-0.105852;11.0219;1088.76;1.5739e+06;
20.4;11.9593;3.45497e+06;-0.147191;-0.147191;-0.147191;11.6125;1090.96;1.57799e+06;
20.5;11.9593;3.45961e+06;-0.170217;-0.170217;-0.170217;12.0334;1092.99;1.58335e+06;
20.6;11.9593;3.46368e+06;-0.068654;-0.068654;-0.068654;11.2236;1093.12;1.58601e+06;
20.7;11.9593;3.46733e+06;0.035658;0.035658;0.035658;11.0356;1093.99;1.58911e+06;
20.8;11.9593;3.4714e+06;-0.00921874;-0.00921874;-0.00921874;11.493;1095.9;1.59408e+06;
20.9;11.9593;3.47566e+06;0.110276;0.110276;0.110276;11.6769;1097.48;1.59825e+06;
21;12.7626;3.47928e+06;0.161663;0.161663;0.161663;11.418;1098.24;1.60045e+06;
21.1;12.7626;3.48711e+06;0.0490188;0.0490188;0.0490188;11.7343;1101.12;1.60759e+06;
21.2;12.7626;3.49563e+06;-0.0984874;-0.0984874;-0.0984874;11.3422;1103.22;1.61434e+06;
21.3;12.7626;3.50455e+06;-0.167533;-0.167533;-0.167533;11.7126;1106.51;1.62283e+06;
21.4;12.7626;3.51297e+06;-0.16644;-0.16644;-0.16644;11.2309;1108.46;1.62926e+06;
21.5;12.7626;3.52107e+06;-0.191721;-0.191721;-0.191721;12.6619;1112.98;1.63968e+06;
21.6;12.7626;3.52943e+06;-0.0190078;-0.0190078;-0.0190078;11.6073;1114.1;1.64682e+06;
21.7;12.7626;3.53775e+06;0.115743;0.115743;0.115743;11.7982;1116.96;1.65524e+06;
21.8;12.7626;3.54541e+06;0.116302;0.116302;0.116302;12.0571;1119.7;1.66159e+06;
21.9;12.7626;3.55282e+06;0.00210515;0.00210515;0.00210515;11.6301;1121.41;1.66806e+06;
22;11.0055;3.56073e+06;-0.0991818;-0.0991818;-0.0991818;12.0282;1124.45;1.67604e+06;
22.1;11.0055;3.56003e+06;-0.0398417;-0.0398417;-0.0398417;11.8672;1124.01;1.67675e+06;
22.2;11.0055;3.55879e+06;-0.00192517;-0.00192517;-0.00192517;10.9789;1122.38;1.67347e+06;
22.3;11.0055;3.55723e+06;-0.0304569;-0.0304569;-0.0304569;11.6778;1122.87;1.67386e+06;
22.4;11.0055;3.55614e+06;-0.0579474;-0.0579474;-0.0579474;12.4691;1123.63;1.67474e+06;
22.5;11.0055;3.55536e+06;0.0776568;0.0776568;0.0776568;11.8183;1122.48;1.67271e+06;
22.6;11.0055;3.55406e+06;0.0948238;0.0948238;0.0948238;11.7686;1122.01;1.67128e+06;
22.7;11.0055;3.55245e+06;-0.00831068;-0.00831068;-0.00831068;12.5462;1122.59;1.67135e+06;
22.8;11.0055;3.55134e+06;-0.0500275;-0.0500275;-0.0500275;11.6497;1120.99;1.6693e+06;
22.9;11.0055;3.55061e+06;-0.0331209;-0.0331209;-0.0331209;10.8861;1119.7;1.66574e+06;
23;12.9873;3.54963e+06;-0.138628;-0.138628;-0.138628;11.873;1120.76;1.6666e+06;
23.1;12.9873;3.55866e+06;-0.125367;-0.125367;-0.125367;10.705;1121.93;1.67203e+06;
23.2;12.9873;3.56807e+06;-0.17263;-0.17263;-0.17263;11.2586;1125.63;1.68096e+06;
23.3;12.9873;3.57784e+06;-0.134719;-0.134719;-0.134719;11.4423;1128.93;1.69118e+06;
23.4;12.9873;3.58694e+06;0.029359;0.029359;0.029359;11.3758;1131.67;1.69996e+06;
23.5;12.9873;3.59531e+06;0.0990997;0.0990997;0.0990997;10.8523;1133.54;1.70651e+06;
23.6;12.9873;3.60408e+06;-0.0275257;-0.0275257;-0.0275257;12.1966;1138.14;1.71795e+06;
23.7;12.9873;3.61322e+06;0.0766947;0.0766947;0.0766947;10.7909;1139.02;1.72308e+06;
23.8;12.9873;3.62194e+06;-0.0536989;-0.0536989;-0.0536989;11.769;1143.1;1.7333e+06;
23.9;12.9873;3.63031e+06;-0.0603804;-0.0603804;-0.0603804;11.2203;1144.94;1.74223e+06;
24;10.5282;3.63881e+06;-0.0921055;-0.0921055;-0.0921055;11.8721;1148.52;1.74895e+06;
24.1;10.5282;3.63582e+06;-0.191945;-0.191945;-0.191945;11.2871;1146.77;1.74782e+06;
24.2;10.5282;3.6325e+06;-0.200989;-0.200989;-0.200989;12.4277;1147.33;1.74586e+06;
24.3;10.5282;3.62869e+06;-0.10643;-0.10643;-0.10643;11.9695;1145.51;1.74291e+06;
24.4;10.5282;3.62514e+06;0.0292522;0.0292522;0.0292522;11.8276;1144.21;1.73922e+06;
24.5;10.5282;3.62202e+06;0.0570776;0.0570776;0.0570776;12.404;1144.04;1.73725e+06;
24.6;10.5282;3.61852e+06;0.120905;0.120905;0.120905;11.7442;1142.03;1.73304e+06;
24.7;10.5282;3.61454e+06;0.0979403;0.0979403;0.0979403;11.2857;1140.15;1.72931e+06;
24.8;10.5282;3.61096e+06;-0.0914287;-0.0914287;-0.0914287;11.7562;1139.69;1.72444e+06;
24.9;10.5282;3.60803e+06;-0.0858463;-0.0858463;-0.0858463;11.6396;1138.62;1.72283e+06;
25;9.93469;3.60479e+06;-0.101366;-0.101366;-0.101366;12.6123;1138.98;1.72033e+06;
25.1;9.93469;3.59884e+06;-0.0716119;-0.0716119;-0.0716119;11.9027;1136.13;1.71487e+06;
25.2;9.93469;3.59307e+06;0.102708;0.102708;0.102708;11.7807;1134.17;1.70985e+06;
25.3;9.93469;3.58776e+06;0.132562;0.132562;0.132562;11.183;1131.68;1.70333e+06;
25.4;9.93469;3.58234e+06;-0.0305912;-0.0305912;-0.0305912;12.397;1131.7;1.69996e+06;
25.5;9.93469;3.57646e+06;-0.0575921;-0.0575921;-0.0575921;11.8199;1129.06;1.69299e+06;
25.6;9.93469;3.57084e+06;-0.100068;-0.100068;-0.100068;12.0327;1127.61;1.68975e+06;
25.7;9.93469;3.56569e+06;0.117125;0.117125;0.117125;11.4625;1125.21;1.68352e+06;
25.8;9.93469;3.56032e+06;0.0701151;0.0701151;0.0701151;11.6057;1123.74;1.67742e+06;
25.9;9.93469;3.5545e+06;0.00449424;0.00449424;0.00449424;11.8617;1122.28;1.67234e+06;
26;12.3103;3.54893e+06;0.0191597;0.0191597;0.0191597;11.8717;1120.54;1.66758e+06;
26.1;12.3103;3.55454e+06;-0.0500484;-0.0500484;-0.0500484;12.0895;1122.59;1.67114e+06;
26.2;12.3103;3.56022e+06;-0.150156;-0.150156;-0.150156;11.2626;1123.2;1.67505e+06;
26.3;12.3103;3.56537e+06;-0.120553;-0.120553;-0.120553;12.395;1126.39;1.68161e+06;
26.4;12.3103;3.57043e+06;-0.109166;-0.109166;-0.109166;11.5579;1126.79;1.68519e+06;
