# Export CSV started at 23/07/2024 10:31
# System name: "WECS_Odgaard_3_Blade_3.ame"
# Data set name: "4"
# ame_simulation_time;Vw;Ps;A3;A4;A5;A1;A2;A6;
# Time;Wind_speed;Power_sensor;Pitch angle_1;Pitch angle_2;Pitch angle_3;Rotor_speed_sensor;Generator_speed_sensor;Torque_sensor;
# s;m/s;W;deg;deg;deg;rpm;rpm;Nm;
3.1;6.91011;682667;-0.0918088;-0.0918088;-0.0918088;2.42832;215.75;61447.5;
3.2;6.91011;688614;0.0545897;0.0545897;0.0545897;2.38256;217.537;62447.4;
3.3;6.91011;693972;0.103901;0.103901;0.103901;2.54684;219.433;63183.9;
3.4;6.91011;699096;0.0207681;0.0207681;0.0207681;2.82436;221.414;64706.7;
3.5;6.91011;704306;0.0378017;0.0378017;0.0378017;2.72945;222.902;65931.8;
3.6;6.91011;709513;0.0669297;0.0669297;0.0669297;2.1488;223.71;66681.3;
3.7;6.91011;714499;-0.0260176;-0.0260176;-0.0260176;1.68795;224.616;67306.6;
3.8;6.91011;719213;-0.0534685;-0.0534685;-0.0534685;2.74334;227.559;68330;
3.9;6.91011;723736;0.086233;0.086233;0.086233;3.10976;229.478;69465.5;
4;6.54506;728162;0.195377;0.195377;0.195377;2.22158;229.616;70088.9;
4.1;6.54506;729722;0.0690572;0.0690572;0.0690572;2.70098;230.773;70320.4;
4.2;6.54506;731176;-0.05117;-0.05117;-0.05117;2.07618;230.351;70436.7;
4.3;6.54506;732544;-0.0898001;-0.0898001;-0.0898001;2.72687;231.686;70791.5;
4.4;6.54506;734045;-0.0598355;-0.0598355;-0.0598355;1.99945;231.135;71347.5;
4.5;6.54506;735655;0.0100532;0.0100532;0.0100532;2.78145;232.731;71325.2;
4.6;6.54506;737094;0.0314395;0.0314395;0.0314395;2.37944;232.616;71762.5;
4.7;6.54506;738222;0.0831532;0.0831532;0.0831532;2.31828;232.881;72305.1;
4.8;6.54506;739288;0.0884351;0.0884351;0.0884351;2.33566;233.236;72733.8;
4.9;6.54506;740592;0.0425026;0.0425026;0.0425026;3.10345;234.716;72569.2;
5;5.68983;741981;-0.046028;-0.046028;-0.046028;1.98261;233.589;72385.3;
5.1;5.68983;737726;-0.180038;-0.180038;-0.180038;2.34823;232.777;72246.4;
5.2;5.68983;733410;-0.109089;-0.109089;-0.109089;2.32946;231.407;71527.3;
5.3;5.68983;729239;-0.070749;-0.070749;-0.070749;2.08938;229.774;70405.8;
5.4;5.68983;725385;-0.133627;-0.133627;-0.133627;2.69885;229.429;70111.4;
5.5;5.68983;721515;-0.0710071;-0.0710071;-0.0710071;2.38326;227.784;69158.3;
5.6;5.68983;717395;0.0684049;0.0684049;0.0684049;1.79143;225.673;68452.3;
5.7;5.68983;713234;0.112207;0.112207;0.112207;1.75682;224.33;67233.7;
5.8;5.68983;709419;0.0062299;0.0062299;0.0062299;2.94225;224.802;66630.6;
5.9;5.68983;705815;-0.02378;-0.02378;-0.02378;2.37651;222.891;65810.9;
6;6.45502;702153;-0.0811999;-0.0811999;-0.0811999;3.09187;222.745;65296.4;
6.1;6.45502;703477;-0.0319592;-0.0319592;-0.0319592;2.16095;221.853;65524.9;
6.2;6.45502;704861;0.0467196;0.0467196;0.0467196;1.61518;221.52;65664.5;
6.3;6.45502;706453;-0.0308482;-0.0308482;-0.0308482;2.18216;222.809;66239.5;
6.4;6.45502;707966;-0.00729664;-0.00729664;-0.00729664;3.81035;225.559;66158.7;
6.5;6.45502;709135;0.0685536;0.0685536;0.0685536;2.19286;223.658;66460.7;
6.6;6.45502;710222;0.029255;0.029255;0.029255;2.18673;223.987;66596;
6.7;6.45502;711566;-0.0251385;-0.0251385;-0.0251385;2.28947;224.549;66602;
6.8;6.45502;713110;-0.114071;-0.114071;-0.114071;1.83892;224.4;67180.4;
6.9;6.45502;714465;-0.0576534;-0.0576534;-0.0576534;1.73095;224.67;67950.1;
7;7.7998;715492;0.0619514;0.0619514;0.0619514;1.63183;224.837;67744.2;
7.1;7.7998;728595;-0.0300476;-0.0300476;-0.0300476;1.87844;229.257;69466.3;
7.2;7.7998;741691;-0.0664343;-0.0664343;-0.0664343;2.76262;234.569;72437.7;
7.3;7.7998;754214;-0.000954138;-0.000954138;-0.000954138;1.47455;236.663;74948;
7.4;7.7998;765948;0.0113306;0.0113306;0.0113306;2.4109;241.623;77364.7;
7.5;7.7998;777088;0.0707153;0.0707153;0.0707153;2.45078;245.143;79469;
7.6;7.7998;788004;0.0849513;0.0849513;0.0849513;3.48908;249.991;81790.5;
7.7;7.7998;798668;0.157429;0.157429;0.157429;2.47927;251.896;84215.4;
7.8;7.7998;808785;0.138156;0.138156;0.138156;3.43746;256.385;86108.4;
7.9;7.7998;818420;0.112177;0.112177;0.112177;2.79127;258.476;88192.6;
8;5.89072;827904;-0.0457707;-0.0457707;-0.0457707;2.98137;261.711;90439.9;
8.1;5.89072;823671;-0.060244;-0.060244;-0.060244;2.17272;259.263;90129.6;
8.2;5.89072;819437;-0.0703174;-0.0703174;-0.0703174;3.02014;259.133;88695.4;
8.3;5.89072;815045;-0.0494141;-0.0494141;-0.0494141;2.3903;256.884;88310.9;
8.4;5.89072;810631;0.0461025;0.0461025;0.0461025;2.37733;255.493;87431.3;
8.5;5.89072;806453;0.0714005;0.0714005;0.0714005;1.99854;253.663;86332.2;
8.6;5.89072;802457;0.0362328;0.0362328;0.0362328;2.61826;253.288;85038.5;
8.7;5.89072;798382;-0.117759;-0.117759;-0.117759;2.76047;252.22;84419.8;
8.8;5.89072;794245;-0.0672521;-0.0672521;-0.0672521;2.50135;250.569;83290.3;
8.9;5.89072;790291;-0.093483;-0.093483;-0.093483;2.99381;250.028;82925.2;
9;6.17089;786626;-0.0982981;-0.0982981;-0.0982981;2.19294;247.766;81920.5;
9.1;6.17089;784660;-0.134134;-0.134134;-0.134134;2.76644;247.957;81153.2;
9.2;6.17089;782492;-0.107916;-0.107916;-0.107916;2.63464;247.098;81243.2;
9.3;6.17089;780310;-0.142387;-0.142387;-0.142387;3.06804;247.025;80296.4;
9.4;6.17089;778424;-0.129075;-0.129075;-0.129075;2.70638;245.932;80555.1;
9.5;6.17089;776615;0.0234936;0.0234936;0.0234936;2.26538;244.753;79791;
9.6;6.17089;774579;0.0315605;0.0315605;0.0315605;2.80289;244.872;79112.3;
9.7;6.17089;772400;0.00779934;0.00779934;0.00779934;1.64301;242.57;79448.4;
9.8;6.17089;770384;-0.0227052;-0.0227052;-0.0227052;1.75192;242.095;78614.2;
9.9;6.17089;768688;-0.0791546;-0.0791546;-0.0791546;2.33369;242.383;77716.2;
10;6.27969;767096;-0.225567;-0.225567;-0.225567;3.02249;242.851;77856.5;
10.1;6.27969;766042;-0.203374;-0.203374;-0.203374;1.79908;240.811;77564.6;
10.2;6.27969;764927;-0.172393;-0.172393;-0.172393;2.13103;240.927;77738.6;
10.3;6.27969;764000;-0.163013;-0.163013;-0.163013;2.26922;240.833;77082.9;
10.4;6.27969;763283;-0.182739;-0.182739;-0.182739;2.91071;241.508;77373.8;
10.5;6.27969;762349;-0.0575919;-0.0575919;-0.0575919;1.70751;239.534;77034.2;
10.6;6.27969;761131;0.0109085;0.0109085;0.0109085;2.36739;240.078;76481.2;
10.7;6.27969;760035;-0.0830077;-0.0830077;-0.0830077;3.122;240.792;76550.3;
10.8;6.27969;759269;-0.152459;-0.152459;-0.152459;2.56069;239.769;76043.3;
10.9;6.27969;758572;-0.0743616;-0.0743616;-0.0743616;2.33582;239.239;76361.7;
11;6.72631;757483;0.116729;0.116729;0.116729;2.69802;239.402;76121.3;
11.1;6.72631;759335;0.185601;0.185601;0.185601;3.43144;241.003;76297.4;
11.2;6.72631;761296;0.243709;0.243709;0.243709;2.37871;240.14;76930.6;
11.3;6.72631;763335;0.2995;0.2995;0.2995;2.69379;241.216;76942.4;
11.4;6.72631;765196;0.175088;0.175088;0.175088;2.78681;241.926;77087.7;
11.5;6.72631;767002;-0.0316926;-0.0316926;-0.0316926;2.55271;242.159;77740.8;
11.6;6.72631;768960;-0.0736336;-0.0736336;-0.0736336;3.24626;243.738;78410.6;
11.7;6.72631;771075;0.0154217;0.0154217;0.0154217;2.75641;243.711;78606.4;
11.8;6.72631;773105;0.0385738;0.0385738;0.0385738;2.30599;243.713;78871.9;
11.9;6.72631;774926;-0.00395357;-0.00395357;-0.00395357;2.31447;244.291;79164.3;
12;5.87783;776505;0.0752485;0.0752485;0.0752485;1.99741;244.346;79680.8;
12.1;5.87783;772685;0.0414879;0.0414879;0.0414879;2.60054;244.002;78949;
12.2;5.87783;769167;-0.0222999;-0.0222999;-0.0222999;2.80395;243.193;78778.2;
12.3;5.87783;765560;0.0130874;0.0130874;0.0130874;2.18693;241.208;77744.7;
12.4;5.87783;761768;0.0235347;0.0235347;0.0235347;2.57521;240.571;76900.7;
12.5;5.87783;758146;-0.058439;-0.058439;-0.058439;3.65265;240.951;76452.6;
12.6;5.87783;754827;-0.0773701;-0.0773701;-0.0773701;2.49842;238.305;75279.7;
12.7;5.87783;751607;-0.0409735;-0.0409735;-0.0409735;2.73293;237.632;75006.9;
12.8;5.87783;748108;0.0955468;0.0955468;0.0955468;3.36472;237.427;74155.3;
12.9;5.87783;744541;0.0534068;0.0534068;0.0534068;2.76522;235.478;73837.3;
13;4.73782;741232;0.0562441;0.0562441;0.0562441;2.9359;234.699;73004.1;
13.1;4.73782;732588;0.0785436;0.0785436;0.0785436;1.87234;230.522;71152;
13.2;4.73782;723866;-0.0753725;-0.0753725;-0.0753725;1.74504;227.631;69485.8;
13.3;4.73782;715101;-0.19539;-0.19539;-0.19539;2.55958;226.044;68395.5;
13.4;4.73782;706500;-0.0483105;-0.0483105;-0.0483105;2.28434;222.983;66449.2;
13.5;4.73782;698184;0.0904125;0.0904125;0.0904125;2.05497;220.076;65505.4;
13.6;4.73782;689869;0.170639;0.170639;0.170639;1.9657;217.365;63556.5;
13.7;4.73782;681389;0.117864;0.117864;0.117864;2.25332;215.129;61458.6;
13.8;4.73782;672965;-0.00781341;-0.00781341;-0.00781341;2.79137;213.261;59984.1;
13.9;4.73782;664901;-0.108436;-0.108436;-0.108436;0.946493;208.171;58725.7;
14;7.34562;657223;-0.229518;-0.229518;-0.229518;2.22374;207.545;57565.3;
14.1;7.34562;668243;-0.044424;-0.044424;-0.044424;2.69103;211.627;58730.5;
14.2;7.34562;678433;0.0702134;0.0702134;0.0702134;2.88726;215.07;60808.3;
14.3;7.34562;688181;0.155426;0.155426;0.155426;2.1852;217.12;62395.4;
14.4;7.34562;697694;0.202408;0.202408;0.202408;2.51127;220.536;64383.3;
14.5;7.34562;706737;0.186344;0.186344;0.186344;1.90023;222.494;65659.9;
14.6;7.34562;715456;0.000710988;0.000710988;0.000710988;1.89907;225.204;67717.1;
14.7;7.34562;723991;0.0547654;0.0547654;0.0547654;2.15443;228.216;68997.3;
14.8;7.34562;732433;0.0373064;0.0373064;0.0373064;3.00732;232.036;70470.3;
14.9;7.34562;740720;-0.00831269;-0.00831269;-0.00831269;2.34239;233.684;71817;
15;6.49805;748604;-0.0662466;-0.0662466;-0.0662466;2.46189;236.312;73558.7;
15.1;6.49805;749253;-0.0628236;-0.0628236;-0.0628236;2.59793;236.703;74289.7;
15.2;6.49805;749953;0.0215622;0.0215622;0.0215622;2.48093;236.757;74589.9;
15.3;6.49805;750754;0.127703;0.127703;0.127703;2.8988;237.592;74617.1;
15.4;6.49805;751413;0.0557731;0.0557731;0.0557731;2.06383;236.629;74307.7;
15.5;6.49805;751961;-0.0883412;-0.0883412;-0.0883412;2.67742;237.657;74487.8;
15.6;6.49805;752590;-0.00824996;-0.00824996;-0.00824996;2.08214;237.019;75184.2;
15.7;6.49805;753307;0.0439168;0.0439168;0.0439168;2.09931;237.267;74955.6;
15.8;6.49805;754115;-0.0693947;-0.0693947;-0.0693947;3.03335;238.826;75256.9;
15.9;6.49805;754760;-0.0473027;-0.0473027;-0.0473027;2.14396;237.782;75538.8;
16;6.49805;755197;0.0123263;0.0123263;0.0123263;1.99393;237.707;75457;
16.1;6.00698;752529;-0.0470361;-0.0470361;-0.0470361;2.17424;237.134;74760.5;
16.2;6.00698;750159;-0.0935559;-0.0935559;-0.0935559;2.56151;236.94;74789.1;
16.3;6.00698;747655;0.0571511;0.0571511;0.0571511;2.67269;236.317;74056;
16.4;6.00698;744908;0.0233696;0.0233696;0.0233696;2.76569;235.592;73528.6;
16.5;6.00698;742305;-0.00720359;-0.00720359;-0.00720359;2.23319;234.036;72491.8;
16.6;6.00698;740067;-0.1309;-0.1309;-0.1309;2.2659;233.386;72306;
16.7;6.00698;737938;-0.104949;-0.104949;-0.104949;2.63332;233.239;72099.1;
16.8;6.00698;735552;-0.0116702;-0.0116702;-0.0116702;2.3214;232.06;71943;
16.9;6.00698;733009;0.112527;0.112527;0.112527;1.07767;229.528;71506.5;
17;7.67929;730724;0.0679356;0.0679356;0.0679356;2.30554;230.519;70669.4;
17.1;7.67929;742275;-0.015947;-0.015947;-0.015947;2.16197;233.912;72040;
17.2;7.67929;753565;-0.151919;-0.151919;-0.151919;2.81061;238.332;74780.3;
17.3;7.67929;764309;-0.0856669;-0.0856669;-0.0856669;2.58358;241.355;76867.4;
17.4;7.67929;774532;-0.00346189;-0.00346189;-0.00346189;2.58394;244.535;78691.2;
17.5;7.67929;784636;-0.0755532;-0.0755532;-0.0755532;2.67528;247.806;80773.9;
17.6;7.67929;794571;-0.0589826;-0.0589826;-0.0589826;2.75335;251.007;83389.5;
17.7;7.67929;803823;0.0707503;0.0707503;0.0707503;2.22593;253.147;85054.5;
17.8;7.67929;812596;0.0115016;0.0115016;0.0115016;2.80006;256.678;86720.8;
17.9;7.67929;821424;-0.0917309;-0.0917309;-0.0917309;2.6177;259.169;88758.4;
18;8.59919;830280;-0.0650477;-0.0650477;-0.0650477;2.18038;261.303;91144.8;
18.1;8.59919;847920;-0.0307305;-0.0307305;-0.0307305;3.37608;268.464;94530.8;
18.2;8.59919;864633;-0.0248969;-0.0248969;-0.0248969;2.80224;272.859;98083.6;
18.3;8.59919;880790;0.0254528;0.0254528;0.0254528;2.53258;277.507;101536;
18.4;8.59919;896524;0.0746239;0.0746239;0.0746239;2.59748;282.493;105873;
18.5;8.59919;911573;0.0326827;0.0326827;0.0326827;3.33266;288.203;109036;
18.6;8.59919;926106;-0.0122515;-0.0122515;-0.0122515;2.92501;292.153;112662;
18.7;8.59919;940095;0.0211071;0.0211071;0.0211071;2.83473;296.377;116077;
18.8;8.59919;953774;0.0270879;0.0270879;0.0270879;3.19534;301.137;119760;
18.9;8.59919;967083;0.124072;0.124072;0.124072;2.98615;304.985;122929;
19;8.68257;979759;0.117662;0.117662;0.117662;3.64991;309.856;126446;
19.1;8.68257;992719;0.0785571;0.0785571;0.0785571;3.5263;313.714;129643;
19.2;8.68257;1.00549e+06;0.0563171;0.0563171;0.0563171;2.96288;316.899;133043;
19.3;8.68257;1.01815e+06;0.0193308;0.0193308;0.0193308;3.75227;321.942;136715;
19.4;8.68257;1.03048e+06;-0.0104275;-0.0104275;-0.0104275;3.95548;326.062;140212;
19.5;8.68257;1.04215e+06;0.0870446;0.0870446;0.0870446;3.64262;329.253;142903;
19.6;8.68257;1.05357e+06;-0.0165112;-0.0165112;-0.0165112;3.51516;332.626;146272;
19.7;8.68257;1.06497e+06;0.101526;0.101526;0.101526;3.6978;336.428;149944;
19.8;8.68257;1.07579e+06;0.228762;0.228762;0.228762;3.45222;339.451;152426;
19.9;8.68257;1.08618e+06;0.0913384;0.0913384;0.0913384;4.40719;344.021;155960;
20;6.95931;1.09626e+06;0.0887837;0.0887837;0.0887837;3.90365;346.467;158052;
20.1;6.95931;1.09427e+06;-0.0431131;-0.0431131;-0.0431131;3.28413;344.98;158162;
20.2;6.95931;1.09249e+06;-0.191119;-0.191119;-0.191119;3.7048;345.015;157966;
20.3;6.95931;1.0905e+06;-0.105852;-0.105852;-0.105852;3.17773;343.659;157172;
20.4;6.95931;1.08843e+06;-0.147191;-0.147191;-0.147191;3.74797;343.813;156693;
20.5;6.95931;1.08667e+06;-0.170217;-0.170217;-0.170217;4.14855;343.827;156622;
20.6;6.95931;1.08502e+06;-0.068654;-0.068654;-0.068654;3.31857;342.152;155700;
20.7;6.95931;1.08304e+06;0.035658;0.035658;0.035658;3.11083;341.245;154962;
20.8;6.95931;1.08093e+06;-0.00921874;-0.00921874;-0.00921874;3.54882;341.201;154837;
20.9;6.95931;1.07905e+06;0.110276;0.110276;0.110276;3.71344;340.846;154471;
21;7.76262;1.07729e+06;0.161663;0.161663;0.161663;3.43562;339.902;153518;
21.1;7.76262;1.08047e+06;0.0490188;0.0490188;0.0490188;3.73514;341.31;154269;
21.2;7.76262;1.08361e+06;-0.0984874;-0.0984874;-0.0984874;3.3262;341.715;154908;
21.3;7.76262;1.08703e+06;-0.167533;-0.167533;-0.167533;3.67967;343.274;156073;
21.4;7.76262;1.0906e+06;-0.16644;-0.16644;-0.16644;3.18094;343.689;156586;
21.5;7.76262;1.09399e+06;-0.191721;-0.191721;-0.191721;4.59482;346.719;158361;
21.6;7.76262;1.09699e+06;-0.0190078;-0.0190078;-0.0190078;3.52332;346.153;159089;
21.7;7.76262;1.09988e+06;0.115743;0.115743;0.115743;3.6977;347.296;160252;
21.8;7.76262;1.10286e+06;0.116302;0.116302;0.116302;3.94012;348.562;160786;
21.9;7.76262;1.10577e+06;0.00210515;0.00210515;0.00210515;3.49652;348.847;161345;
22;6.00548;1.10843e+06;-0.0991818;-0.0991818;-0.0991818;3.87805;350.226;162372;
22.1;6.00548;1.10151e+06;-0.0398417;-0.0398417;-0.0398417;3.69812;347.82;160953;
22.2;6.00548;1.09483e+06;-0.00192517;-0.00192517;-0.00192517;2.79105;344.475;158281;
22.3;6.00548;1.08818e+06;-0.0304569;-0.0304569;-0.0304569;3.47119;343.357;156789;
22.4;6.00548;1.08133e+06;-0.0579474;-0.0579474;-0.0579474;4.24407;342.31;155469;
22.5;6.00548;1.07454e+06;0.0776568;0.0776568;0.0776568;3.5751;339.261;153272;
22.6;6.00548;1.06802e+06;0.0948238;0.0948238;0.0948238;3.50747;337.138;151302;
22.7;6.00548;1.0616e+06;-0.00831068;-0.00831068;-0.00831068;4.26716;336.203;149824;
22.8;6.00548;1.05502e+06;-0.0500275;-0.0500275;-0.0500275;3.353;332.879;147701;
22.9;6.00548;1.04845e+06;-0.0331209;-0.0331209;-0.0331209;2.57194;329.741;145162;
23;7.98726;1.04229e+06;-0.138628;-0.138628;-0.138628;3.54126;329.161;143971;
23.1;7.98726;1.04833e+06;-0.125367;-0.125367;-0.125367;2.36138;329.388;144473;
23.2;7.98726;1.05411e+06;-0.17263;-0.17263;-0.17263;2.90295;331.946;146116;
23.3;7.98726;1.05964e+06;-0.134719;-0.134719;-0.134719;3.07467;333.905;148117;
23.4;7.98726;1.06505e+06;0.029359;0.029359;0.029359;2.99599;335.479;149687;
23.5;7.98726;1.07037e+06;0.0990997;0.0990997;0.0990997;2.46033;336.383;150599;
23.6;7.98726;1.07553e+06;-0.0275257;-0.0275257;-0.0275257;3.79232;339.852;152984;
23.7;7.98726;1.08037e+06;0.0766947;0.0766947;0.0766947;2.37435;339.373;153439;
23.8;7.98726;1.08522e+06;-0.0536989;-0.0536989;-0.0536989;3.34;342.232;155433;
23.9;7.98726;1.09033e+06;-0.0603804;-0.0603804;-0.0603804;2.77851;343.039;157009;
24;5.5282;1.09517e+06;-0.0921055;-0.0921055;-0.0921055;3.41759;345.464;157935;
24.1;5.5282;1.08649e+06;-0.191945;-0.191945;-0.191945;2.81556;341.919;156178;
24.2;5.5282;1.07783e+06;-0.200989;-0.200989;-0.200989;3.93906;340.795;154131;
24.3;5.5282;1.06944e+06;-0.10643;-0.10643;-0.10643;3.46398;337.524;151804;
24.4;5.5282;1.06116e+06;0.0292522;0.0292522;0.0292522;3.30547;334.726;149311;
24.5;5.5282;1.05268e+06;0.0570776;0.0570776;0.0570776;3.86575;332.871;147370;
24.6;5.5282;1.0441e+06;0.120905;0.120905;0.120905;3.18995;329.257;144794;
24.7;5.5282;1.03579e+06;0.0979403;0.0979403;0.0979403;2.71556;326.008;142395;
24.8;5.5282;1.02774e+06;-0.0914287;-0.0914287;-0.0914287;3.17019;324.14;139713;
24.9;5.5282;1.01964e+06;-0.0858463;-0.0858463;-0.0858463;3.03776;321.435;137963;
25;4.93469;1.01139e+06;-0.101366;-0.101366;-0.101366;3.99485;320.213;135998;
25.1;4.93469;1.00126e+06;-0.0716119;-0.0716119;-0.0716119;3.27018;316.049;133242;
25.2;4.93469;991364;0.102708;0.102708;0.102708;3.13344;312.78;130670;
25.3;4.93469;981416;0.132562;0.132562;0.132562;2.52132;308.829;127728;
25.4;4.93469;971346;-0.0305912;-0.0305912;-0.0305912;3.72091;307.375;125700;
25.5;4.93469;961358;-0.0575921;-0.0575921;-0.0575921;3.12935;303.44;122689;
25.6;4.93469;951693;-0.100068;-0.100068;-0.100068;3.32767;300.711;120725;
25.7;4.93469;942107;0.117125;0.117125;0.117125;2.74345;296.913;117993;
25.8;4.93469;932349;0.0701151;0.0701151;0.0701151;2.87288;294.058;115352;
25.9;4.93469;922556;0.00449424;0.00449424;0.00449424;3.11509;291.35;113010;
26;7.31028;913066;0.0191597;0.0191597;0.0191597;3.11142;288.37;110777;
26.1;7.31028;916419;-0.0500484;-0.0500484;-0.0500484;3.32228;289.708;111095;
26.2;7.31028;919800;-0.150156;-0.150156;-0.150156;2.48833;289.593;111574;
26.3;7.31028;922958;-0.120553;-0.120553;-0.120553;3.61345;292.15;112753;
26.4;7.31028;925951;-0.109166;-0.109166;-0.109166;2.76899;291.898;113135;
26.5;7.31028;929085;-0.109073;-0.109073;-0.109073;2.73887;292.831;113962;
26.6;7.31028;932229;-0.0503457;-0.0503457;-0.0503457;2.67806;293.725;114635;
26.7;7.31028;935135;-0.0790797;-0.0790797;-0.0790797;2.88903;294.924;115190;
26.8;7.31028;937861;-0.108654;-0.108654;-0.108654;2.71266;295.525;116047;
26.9;7.31028;940613;-0.0727298;-0.0727298;-0.0727298;3.10898;296.935;116941;
27;5.15433;943375;0.0563866;0.0563866;0.0563866;4.28558;299.462;118257;
27.1;5.15433;934554;0.120323;0.120323;0.120323;2.04157;293.579;115322;
27.2;5.15433;925574;-0.0850377;-0.0850377;-0.0850377;3.48806;292.809;113702;
27.3;5.15433;916652;-0.00159062;-0.00159062;-0.00159062;3.02418;289.384;111707;
27.4;5.15433;907991;-0.0246013;-0.0246013;-0.0246013;1.80581;284.985;109064;
27.5;5.15433;899541;-0.00384527;-0.00384527;-0.00384527;2.77307;283.711;107445;
27.6;5.15433;890952;0.110548;0.110548;0.110548;2.47182;280.618;105461;
27.7;5.15433;882213;0.171128;0.171128;0.171128;2.55179;278.011;103395;
27.8;5.15433;873659;0.12356;0.12356;0.12356;2.52449;275.311;101177;
27.9;5.15433;865416;0.024079;0.024079;0.024079;2.9102;273.288;99288.7;
28;8.23842;857345;-0.108648;-0.108648;-0.108648;3.13749;271.065;97531.8;
28.1;8.23842;870030;0.0191167;0.0191167;0.0191167;3.27796;275.207;100034;
28.2;8.23842;882167;0.0901534;0.0901534;0.0901534;3.2517;278.945;102727;
28.3;8.23842;894113;0.0543516;0.0543516;0.0543516;2.59971;281.75;105100;
28.4;8.23842;905845;-0.0642623;-0.0642623;-0.0642623;2.6193;285.427;108063;
28.5;8.23842;917024;-0.00333854;-0.00333854;-0.00333854;3.45076;290.067;110747;
28.6;8.23842;927809;-0.0184404;-0.0184404;-0.0184404;3.12346;292.963;113277;
28.7;8.23842;938594;-0.0877535;-0.0877535;-0.0877535;2.60514;295.593;115850;
28.8;8.23842;949159;0.00358341;0.00358341;0.00358341;2.80079;299.154;118529;
28.9;8.23842;959074;0.0873783;0.0873783;0.0873783;4.06504;304.007;121363;
29;5.04122;968373;0.132686;0.132686;0.132686;3.02674;305.477;123717;
29.1;5.04122;958889;0.00528067;0.00528067;0.00528067;2.9707;302.449;121977;
29.2;5.04122;949614;-0.117359;-0.117359;-0.117359;3.62701;300.483;119843;
29.3;5.04122;940293;-0.109529;-0.109529;-0.109529;2.67252;296.248;117207;
29.4;5.04122;930886;-0.136736;-0.136736;-0.136736;2.09632;292.515;114467;
29.5;5.04122;921672;-0.177379;-0.177379;-0.177379;3.40335;291.477;113337;
29.6;5.04122;912715;-0.104071;-0.104071;-0.104071;3.28484;288.526;110608;
29.7;5.04122;903733;0.0646845;0.0646845;0.0646845;3.64016;286.23;109164;
